Begin Time - msec	End Time - msec	Duration - msec	A_LH_gesture	A_RH_gesture	B_LH_gesture	B_RH_gesture	File	File Path	A_LH_gesture_beat	A_LH_gesture_comments	A_LH_gesture_deixis	A_LH_gesture_iconicity	A_LH_gesture_pragmaticality	A_LH_gesture_referent	A_RH_gesture_beat	A_RH_gesture_comments	A_RH_gesture_deixis	A_RH_gesture_iconicity	A_RH_gesture_pragmaticality	A_RH_gesture_referent	A_speech	A_speech_eng	B_LH_gesture_beat	B_LH_gesture_comments	B_LH_gesture_deixis	B_LH_gesture_iconicity	B_LH_gesture_pragmaticality	B_LH_gesture_referent	B_RH_gesture_beat	B_RH_gesture_comments	B_RH_gesture_deixis	B_RH_gesture_iconicity	B_RH_gesture_pragmaticality	B_RH_gesture_referent	B_speech	B_speech_eng	accuracy	comments	correct_answer	director	given_answer	round	target	trial
1098040	1098400	360	gesture	non-gesture			043.eaf					1.0		12C							en links dat uitsteeksel met nog een extra ding eraan.	and on the left that protrusion with another thing attached to it.																	16	A		4.0	12.0	4_12
1123360	1124080	720	non-gesture	gesture			043.eaf											1.0		16B	en rechts zo'n blokkentoren.	And on the right such a block tower.																	14	A		4.0	16.0	4_14
1141760	1141920	160	gesture	gesture			043.eaf				1.0						1.0				Eh deze heeft eh rechts die bol met die stok er doorheen met dat cirkeltje	Eh this one has eh right that sphere with that stick through it with that little circle																	3	A		4.0	6.0	4_16
1142680	1143000	320		gesture			043.eaf											1.0		06C	Eh deze heeft eh rechts die bol met die stok er doorheen met dat cirkeltje	Eh this one has eh right that sphere with that stick through it with that little circle																	3	A		4.0	6.0	4_16
1166680	1166760	80			non-gesture	non-gesture	043.eaf																												en dan een uitsteeksel met nog een uitsteeksel.	and then a protrusion with another protrusion.			J	B		5.0	12.0	5_3
1181090	1181520	430			gesture		043.eaf																			1.0		04A							Deze is met dat halve bakje soort van bovenop	This one is with that half tray kind of on top			O	B		5.0	4.0	5_5
1231480	1231640	160			non-gesture	non-gesture	043.eaf																												Deze is met dat vierkant bovenop met die bloktorens er doorheen	This one is with that square on top with those block towers through it			I	B		5.0	8.0	5_11
1232160	1232320	160			non-gesture	non-gesture	043.eaf																												Deze is met dat vierkant bovenop met die bloktorens er doorheen	This one is with that square on top with those block towers through it			I	B		5.0	8.0	5_11
1316120	1316160	40			non-gesture	non-gesture	043.eaf																																E	B		6.0	15.0	6_1
1347990	1348300	310	gesture				043.eaf		1.0			1.0		12B							en dan links zo'n uitsteeksel met het extra uitsteeksel.	and then on the left such a protrusion with the extra protrusion.																	9	A		6.0	12.0	6_4
1349120	1349480	360	gesture	non-gesture			043.eaf					1.0		12C							en dan links zo'n uitsteeksel met het extra uitsteeksel.	and then on the left such a protrusion with the extra protrusion.																	9	A		6.0	12.0	6_4
1367260	1367560	300	gesture				043.eaf					1.0		06C							met die stok er doorheen met dat cirkeltje	with that stick through it with that little circle																	14	A		6.0	6.0	6_6
7120	7440	320			gesture	gesture	044.eaf																	selection outline		1.0		other		selection outline		1.0		other	Oké, ehm ik heb er eentje met een rode cir- vierkant.	Okay, um I have one with a red cir- square.			N	B		1	4.0	1_1
13600	15200	1600			gesture	gesture	044.eaf																			1.0		04B				1.0		04B	Eh met een soort van vierkanterige snavel.	Um with a kind of square-shaped beak.			N	B		1	4.0	1_1
17280	17640	360			non-gesture	gesture	044.eaf																								1.0				En hij kijkt naar rechts.	And he's looking to the right.			N	B		1	4.0	1_1
21560	22200	640			gesture	gesture	044.eaf																			1.0		04A				1.0		04A	En dan eh heeft hij een soort van eh hoedje op.	And then um he has a kind of um hat on.			N	B		1	4.0	1_1
26680	27890	1210	gesture				044.eaf		1.0			1.0		04B-REP							En heeft hij zeg maar een soort van twee snaveltjes die zo boven elkaar staan?	And does he have, say, sort of two little beaks that are on top of each other like that?																	N	B		1	4.0	1_1
28280	29050	770	gesture				044.eaf		1.0			1.0		04B-rep							En heeft hij zeg maar een soort van twee snaveltjes die zo boven elkaar staan?	And does he have, say, sort of two little beaks that are on top of each other like that?																	N	B		1	4.0	1_1
29480	30520	1040			gesture	gesture	044.eaf														En heeft hij zeg maar een soort van twee snaveltjes die zo boven elkaar staan?	And does he have, say, sort of two little beaks that are on top of each other like that?				1.0		04B				1.0		04B	ja dus ja precies ja	yes so yes exactly yes			N	B		1	4.0	1_1
35200	35440	240	gesture	non-gesture			044.eaf				1.0										Dus die heeft ook zo'n staartje aan de onderkant, toch?	So that one also has one of those tails on the bottom, right?													oké en moet ik dan op	okay and then should I be on			N	B		1	4.0	1_1
35960	36480	520		non-gesture			044.eaf					1.0		04C							Dus die heeft ook zo'n staartje aan de onderkant, toch?	So that one also has one of those tails on the bottom, right?																	N	B		1	4.0	1_1
35960	37600	1640	gesture				044.eaf					1.0		04C							Dus die heeft ook zo'n staartje aan de onderkant, toch?	So that one also has one of those tails on the bottom, right?																	N	B		1	4.0	1_1
36500	37600	1100		non-gesture			044.eaf					1.0		04C							Dus die heeft ook zo'n staartje aan de onderkant, toch?	So that one also has one of those tails on the bottom, right?																	N	B		1	4.0	1_1
38520	39280	760	non-gesture	non-gesture			044.eaf														Ja, oké.	Yes, okay.													ja precies ja	yes exactly yes			N	B		1	4.0	1_1
39360	39960	600			gesture	gesture	044.eaf																			1.0		main				1.0		main	en een vierkante ja	and a square yes			N	B		1	4.0	1_1
41640	41800	160	non-gesture	non-gesture			044.eaf														Ja, oké, dan moet ik volgens mij op de knop drukken nu.	Yes, okay, then I think I should press the button now.																	N	B		1	4.0	1_1
49240	51590	2350	gesture	gesture			044.eaf					1.0		15C				1.0		15C	Oké, ehm deze bij mij die heeft eh een soort vierkante platform zo om zich heen.	Okay, um this one with me that has um a kind of square platform like that around it.																	16	A		1	15.0	1_2
54400	54720	320	non-gesture				044.eaf								1.0			1.0		15B	En dan een soort van buis, een soort v- bijna een soort olifantenslurf zeg maar.	And then a kind of tube, a kind of v- almost a kind of elephant trunk so to speak.																	16	A		1	15.0	1_2
54400	56080	1680		gesture			044.eaf								1.0			1.0		15B	En dan een soort van buis, een soort v- bijna een soort olifantenslurf zeg maar.	And then a kind of tube, a kind of v- almost a kind of elephant trunk so to speak.																	16	A		1	15.0	1_2
54740	54960	220	non-gesture				044.eaf								1.0			1.0		15B	En dan een soort van buis, een soort v- bijna een soort olifantenslurf zeg maar.	And then a kind of tube, a kind of v- almost a kind of elephant trunk so to speak.																	16	A		1	15.0	1_2
54980	56080	1100	non-gesture				044.eaf								1.0			1.0		15B	En dan een soort van buis, een soort v- bijna een soort olifantenslurf zeg maar.	And then a kind of tube, a kind of v- almost a kind of elephant trunk so to speak.																	16	A		1	15.0	1_2
56400	57120	720	gesture	non-gesture			044.eaf					1.0		15D-REP							Met dan zo'n ding aan de, twee sprietjes aan de bovenkant en één aan de zijkant.	With then such a thing on the, two sprites on the top and one on the side.													ja precies	yes exactly			16	A		1	15.0	1_2
57600	58280	680	gesture	gesture			044.eaf		1.0			1.0		15A	1.0			1.0		15A	Met dan zo'n ding aan de, twee sprietjes aan de bovenkant en één aan de zijkant.	With then such a thing on the, two sprites on the top and one on the side.																	16	A		1	15.0	1_2
58520	59080	560	gesture	non-gesture			044.eaf					1.0		15D-rep							Met dan zo'n ding aan de, twee sprietjes aan de bovenkant en één aan de zijkant.	With then such a thing on the, two sprites on the top and one on the side.																	16	A		1	15.0	1_2
71360	73000	1640			gesture	gesture	044.eaf																				1.0						1.0		Oké, ehm deze van mij is ehm, ja wat is dat, is een soort van eh ik vond het een soort van cape aan de achterkant.	Okay, um this one of mine is um, yeah what is that, is kind of um I thought it was kind of a cape on the back.			D	B		1	10.0	1_3
74680	74920	240			gesture	gesture	044.eaf																		1.0						1.0				Oké, ehm deze van mij is ehm, ja wat is dat, is een soort van eh ik vond het een soort van cape aan de achterkant.	Okay, um this one of mine is um, yeah what is that, is kind of um I thought it was kind of a cape on the back.			D	B		1	10.0	1_3
75600	76800	1200			gesture	gesture	044.eaf																		1.0						1.0				Oké, ehm deze van mij is ehm, ja wat is dat, is een soort van eh ik vond het een soort van cape aan de achterkant.	Okay, um this one of mine is um, yeah what is that, is kind of um I thought it was kind of a cape on the back.			D	B		1	10.0	1_3
78400	79280	880			non-gesture	non-gesture	044.eaf																												En dan heeft hij een soort van buis door zich heen.	And then he has a kind of tube through him.			D	B		1	10.0	1_3
79480	79920	440			gesture	gesture	044.eaf																1.0			1.0		10E	1.0			1.0		10A	En dan heeft hij een soort van buis door zich heen.	And then he has a kind of tube through him.			D	B		1	10.0	1_3
81230	81620	390			gesture	gesture	044.eaf																			1.0		10E+10F				1.0		10A+10B					D	B		1	10.0	1_3
82160	82360	200			gesture	non-gesture	044.eaf																		1.0										Wat aan de linkerkant iets korter is als aan de rechterkant.	Which is slightly shorter on the left side as it is on the right.			D	B		1	10.0	1_3
83280	83840	560			gesture	gesture	044.eaf																		1.0						1.0				Wat aan de linkerkant iets korter is als aan de rechterkant.	Which is slightly shorter on the left side as it is on the right.			D	B		1	10.0	1_3
89460	90040	580				gesture	044.eaf																										1.0		Ehm ja voor de rest zijn er niet zoveel spectaculaire dingen.	Um yes for the rest there are not so many spectacular things.			D	B		1	10.0	1_3
92280	92640	360			non-gesture	gesture	044.eaf																								1.0				Aan de voorkant is niks te zien.	From the front, there is nothing to see.			D	B		1	10.0	1_3
94120	94440	320			non-gesture	gesture	044.eaf																								1.0				Aan de voorkant is niks te zien.	From the front, there is nothing to see.			D	B		1	10.0	1_3
95720	97600	1880			gesture	gesture	044.eaf																		1.0		1.0						1.0		Dus echt aan de achterkant en dan een beetje naar de linkerkant toe is een soort van, ja wat is het, een cape-achtig dat omhoog staat.	So really at the back and then a little bit toward the left side is sort of, yes what is it, a cape-like thing that's up.			D	B		1	10.0	1_3
98710	100250	1540				gesture	044.eaf																									1.0		10D	Dus echt aan de achterkant en dan een beetje naar de linkerkant toe is een soort van, ja wat is het, een cape-achtig dat omhoog staat.	So really at the back and then a little bit toward the left side is sort of, yes what is it, a cape-like thing that's up.			D	B		1	10.0	1_3
98750	99560	810			non-gesture		044.eaf																									1.0		10D	Dus echt aan de achterkant en dan een beetje naar de linkerkant toe is een soort van, ja wat is het, een cape-achtig dat omhoog staat.	So really at the back and then a little bit toward the left side is sort of, yes what is it, a cape-like thing that's up.			D	B		1	10.0	1_3
100490	101360	870			gesture	gesture	044.eaf																		1.0						1.0				Dus echt aan de achterkant en dan een beetje naar de linkerkant toe is een soort van, ja wat is het, een cape-achtig dat omhoog staat.	So really at the back and then a little bit toward the left side is sort of, yes what is it, a cape-like thing that's up.			D	B		1	10.0	1_3
101680	102080	400			gesture	non-gesture	044.eaf																		1.0										Dus echt aan de achterkant en dan een beetje naar de linkerkant toe is een soort van, ja wat is het, een cape-achtig dat omhoog staat.	So really at the back and then a little bit toward the left side is sort of, yes what is it, a cape-like thing that's up.			D	B		1	10.0	1_3
104375	104708	333				gesture	044.eaf																						1.0						Ja.	Yes.			D	B		1	10.0	1_3
106800	109060	2260	gesture				044.eaf					1.0		10D							Oh ja, oh met dan zo'n soort van vierkantje die er nog achter staat.	Oh yes, oh with then one of those kind of squares still behind it.													Ja	Yes			D	B		1	10.0	1_3
110640	111920	1280	gesture	gesture			044.eaf					1.0		10E				1.0		10A	Met dan twee buisjes met van die bolletjes eraan.	With then two tubes with those little balls attached to them.																	D	B		1	10.0	1_3
113240	113680	440			gesture	gesture	044.eaf																			1.0		10E+10F				1.0		10A+10B	ja precies ja dus dan ja	yes exactly yes so then yes			D	B		1	10.0	1_3
114520	114720	200			non-gesture	non-gesture	044.eaf														Ja, oké, dat is bij mij *D* ja.	Yes, okay, that's with me *D* yes.													ja precies ja dus dan ja	yes exactly yes so then yes			D	B		1	10.0	1_3
115240	115600	360	non-gesture	non-gesture			044.eaf														Ja, oké, dat is bij mij *D* ja.	Yes, okay, that's with me *D* yes.																	D	B		1	10.0	1_3
121320	121880	560		non-gesture			044.eaf					1.0		05A							Ehm oké, deze die heeft een soort van vierkante kuif aan de bovenkant	Um okay, this one that has a kind of square crest at the top																	3	A		1	5.0	1_4
121320	122280	960	gesture				044.eaf					1.0		05A							Ehm oké, deze die heeft een soort van vierkante kuif aan de bovenkant	Um okay, this one that has a kind of square crest at the top																	3	A		1	5.0	1_4
122360	122800	440	non-gesture	non-gesture			044.eaf														Ehm oké, deze die heeft een soort van vierkante kuif aan de bovenkant	Um okay, this one that has a kind of square crest at the top																	3	A		1	5.0	1_4
122960	123200	240	gesture	non-gesture			044.eaf						1.0																										3	A		1	5.0	1_4
123920	125520	1600	gesture	non-gesture			044.eaf					1.0		05E							en dan een soort van vleugeltje aan de linkerkant.	And then a kind of wing on the left side.																	3	A		1	5.0	1_4
126000	126440	440	gesture	gesture			044.eaf					1.0		05C-REP				1.0		05C	En dan aan de voorkant is er een een soort platformtje met een klein dun eh staafje erop.	And then at the front there's a kind of platform with a little thin um rod on it.																	3	A		1	5.0	1_4
129680	130639	959	gesture	gesture			044.eaf					1.0		05C-rep				1.0		05B	En dan aan de voorkant is er een een soort platformtje met een klein dun eh staafje erop.	And then at the front there's a kind of platform with a little thin um rod on it.																	3	A		1	5.0	1_4
135120	135400	280		non-gesture			044.eaf				1.0										dus aan de linkerkant	so on the left side													Eh oh ja ja ja	Um oh yes yes yes yes			3	A		1	5.0	1_4
135120	136120	1000	gesture				044.eaf				1.0										dus aan de linkerkant	so on the left side													Eh oh ja ja ja	Um oh yes yes yes yes			3	A		1	5.0	1_4
135420	136120	700		non-gesture			044.eaf				1.0										dus aan de linkerkant	so on the left side													Eh oh ja ja ja	Um oh yes yes yes yes			3	A		1	5.0	1_4
141440	142240	800	gesture	non-gesture			044.eaf					1.0		05B							Eh ja soort van dat staafje staat dan rechtop	Um yes kind of that rod then stands upright																	3	A		1	5.0	1_4
144640	144880	240			non-gesture	non-gesture	044.eaf																												Ja precies, en een soort van want dat staafje dat en aan de bovenkant hij is soort van eh lijkt een soort van op een hanenkam.	Yes exactly, and kind of because that rod that and at the top he's kind of eh looks kind of like a cockscomb.			3	A		1	5.0	1_4
145600	146600	1000			gesture	gesture	044.eaf																			1.0		05A				1.0		05A	Ja precies, en een soort van want dat staafje dat en aan de bovenkant hij is soort van eh lijkt een soort van op een hanenkam.	Yes exactly, and kind of because that rod that and at the top he's kind of eh looks kind of like a cockscomb.			3	A		1	5.0	1_4
148160	149680	1520			non-gesture	gesture	044.eaf																									1.0		other	Ja precies, en een soort van want dat staafje dat en aan de bovenkant hij is soort van eh lijkt een soort van op een hanenkam.	Yes exactly, and kind of because that rod that and at the top he's kind of eh looks kind of like a cockscomb.			3	A		1	5.0	1_4
158970	159550	580				gesture	044.eaf																						1.0						Ehm, hier, deze heeft een als enige een echte kegel op zijn hoofd.	Um, here, this one has an only one real cone on its head.			K	B		1	2.0	1_5
162370	163190	820				gesture	044.eaf																									1.0		02B-REP	En heeft aan de voorkant een dikke kubus zitten.	And has a thick cube sitting on the front.			K	B		1	2.0	1_5
165680	166520	840			gesture	non-gesture	044.eaf														Ja, ja.	Yes, yes.				1.0		02C							En dan, ja, en dan een soort van wieletjes aan haar kont.	And then, yes, and then some kind of wheels on her butt.			K	B		1	2.0	1_5
167240	167680	440	gesture	non-gesture			044.eaf					1.0		02C							En dan nog zo'n rondje aan de onderkant.	And then another round like that at the bottom.													En dan, ja, en dan een soort van wieletjes aan haar kont.	And then, yes, and then some kind of wheels on her butt.			K	B		1	2.0	1_5
167920	168960	1040			gesture	gesture	044.eaf														En dan nog zo'n rondje aan de onderkant.	And then another round like that at the bottom.				1.0		other				1.0		other	En dan, ja, en dan een soort van wieletjes aan haar kont.	And then, yes, and then some kind of wheels on her butt.			K	B		1	2.0	1_5
169880	170720	840			gesture	non-gesture	044.eaf														Ja, ja, dat is van mij *K*.	Yes, yes, that's mine *K*.			1.0														K	B		1	2.0	1_5
177920	178360	440	gesture	gesture			044.eaf					1.0		13A				1.0		13A	Met van die, ja, kegeltjes.	With those, yes, cones.													Oh ja, ik denk dat ik het weet.	Oh yes, I think I know.			14	A		1	13.0	1_6
180160	180640	480				gesture	044.eaf																									1.0		13B	Ja, en dan de platte voorkant.	Yes, and then the flat front.			14	A		1	13.0	1_6
188400	188820	420				gesture	044.eaf																									1.0		08C	Ehm deze bij mij heeft aan de voorkant een staafje, net zoals Pinocchio neus.	Ehm this one on me has a rod on the front, just like Pinocchio nose.			L	B		1	8.0	1_7
189160	189440	280			non-gesture	non-gesture	044.eaf																												Ehm deze bij mij heeft aan de voorkant een staafje, net zoals Pinocchio neus.	Ehm this one on me has a rod on the front, just like Pinocchio nose.			L	B		1	8.0	1_7
190160	190670	510			gesture	gesture	044.eaf																			1.0		other	1.0						Ehm deze bij mij heeft aan de voorkant een staafje, net zoals Pinocchio neus.	Ehm this one on me has a rod on the front, just like Pinocchio nose.			L	B		1	8.0	1_7
191520	192600	1080			gesture	gesture	044.eaf														Ja.	Yes.				1.0		08A				1.0		08A	En dan eh op zijn hoofd heeft hij een soort van ehm, ja wat is het, een soort van vierkant	And then um on his head he has some kind of um, yeah what is it, some kind of square			L	B		1	8.0	1_7
192800	193760	960			non-gesture	gesture	044.eaf																									1.0		08B	En dan eh op zijn hoofd heeft hij een soort van ehm, ja wat is het, een soort van vierkant	And then um on his head he has some kind of um, yeah what is it, some kind of square			L	B		1	8.0	1_7
194840	195280	440			non-gesture	gesture	044.eaf																										1.0		En dan eh op zijn hoofd heeft hij een soort van ehm, ja wat is het, een soort van vierkant	And then um on his head he has some kind of um, yeah what is it, some kind of square			L	B		1	8.0	1_7
195720	197080	1360			gesture	gesture	044.eaf																			1.0		08A				1.0		08A	En dan eh op zijn hoofd heeft hij een soort van ehm, ja wat is het, een soort van vierkant	And then um on his head he has some kind of um, yeah what is it, some kind of square			L	B		1	8.0	1_7
198840	199360	520			gesture	gesture	044.eaf														Met zo'n staafje er doorheen.	With a rod like that through it.				1.0		08A				1.0		08A	Maar dan, nee, wacht, misschien is dat...	But then, no, wait, maybe that's....			L	B		1	8.0	1_7
199040	200080	1040	gesture	non-gesture			044.eaf					1.0		08B							Met zo'n staafje er doorheen.	With a rod like that through it.				1.0		08A				1.0		08A	Maar dan, nee, wacht, misschien is dat...	But then, no, wait, maybe that's....			L	B		1	8.0	1_7
203080	204160	1080		non-gesture			044.eaf					1.0		08E							Ja, en dan met nog zo'n s- staartje aan de onderkant.	Yes, and then with another one of those s-tails at the bottom.																	L	B		1	8.0	1_7
203080	205480	2400	gesture				044.eaf					1.0		08E							Ja, en dan met nog zo'n s- staartje aan de onderkant.	Yes, and then with another one of those s-tails at the bottom.																	L	B		1	8.0	1_7
204180	205480	1300		non-gesture			044.eaf					1.0		08E							Ja, en dan met nog zo'n s- staartje aan de onderkant.	Yes, and then with another one of those s-tails at the bottom.													Onderkant heeft...	Bottom has...			L	B		1	8.0	1_7
204350	204760	410				gesture	044.eaf					1.0		08E							Ja, en dan met nog zo'n s- staartje aan de onderkant.	Yes, and then with another one of those s-tails at the bottom.										1.0		08E	Onderkant heeft...	Bottom has...			L	B		1	8.0	1_7
212960	214320	1360	gesture				044.eaf					1.0		07B+07C-REP				1.0		07B+07C-REP	Eh deze vond ik op een soort van bijzettafeltje lijken	Um this one I thought looked like some kind of side table																	15	A		1	7.0	1_8
212960	214330	1370		gesture			044.eaf					1.0		07B+07C-REP				1.0		07B+07C-REP	Eh deze vond ik op een soort van bijzettafeltje lijken	Um this one I thought looked like some kind of side table																	15	A		1	7.0	1_8
214320	215160	840	non-gesture				044.eaf											1.0		07B+07C-REP	Eh deze vond ik op een soort van bijzettafeltje lijken	Um this one I thought looked like some kind of side table																	15	A		1	7.0	1_8
214660	215160	500		gesture			044.eaf											1.0		07A	waar dan nog een bakje op staat.	Which then has another tray on it.																	15	A		1	7.0	1_8
217680	218320	640	gesture	gesture			044.eaf					1.0		07B+07C-rep				1.0		07B+07C-rep	Dus dat tafeltje zit als het ware dan vast aan dat ding.	So that little table is then attached to that thing, so to speak.																	15	A		1	7.0	1_8
219080	220040	960	gesture	gesture			044.eaf					1.0		main				1.0		main	Dus dat tafeltje zit als het ware dan vast aan dat ding.	So that little table is then attached to that thing, so to speak.																	15	A		1	7.0	1_8
221360	222600	1240	gesture	gesture			044.eaf					1.0		07C				1.0		07C	Met dan twee pootjes die eruit steken	With then two legs sticking out																	15	A		1	7.0	1_8
224200	226040	1840	gesture	gesture			044.eaf					1.0		07A				1.0		07A	en dan staat er dus nog een soort van klein bakje op dat tafeltje.	And so then there's kind of a little tray on that table.																	15	A		1	7.0	1_8
228400	228880	480			non-gesture	gesture	044.eaf																								1.0				En dan daarachter zit dan nog iets.	And then behind that is something else.			15	A		1	7.0	1_8
231000	231760	760	gesture	non-gesture			044.eaf					1.0		07D							Ja, nog zo'n heel klein staartje, zeg maar.	Yes, another one of those very small tails, so to speak.													Zit daar...	Sitting there...			15	A		1	7.0	1_8
241200	241400	200			non-gesture	gesture	044.eaf																										1.0		Oké, ehm hier heb ik eh heb je voor eentje een soort van staaf door een rondje heen zitten	Okay, um here I have um do you have for one kind of rod through a round			M	B		1	6.0	1_9
243190	243760	570				gesture	044.eaf																									1.0		06D	Oké, ehm hier heb ik eh heb je voor eentje een soort van staaf door een rondje heen zitten	Okay, um here I have um do you have for one kind of rod through a round			M	B		1	6.0	1_9
244040	244440	400			gesture	gesture	044.eaf																			1.0		06B				1.0		06B	Oké, ehm hier heb ik eh heb je voor eentje een soort van staaf door een rondje heen zitten	Okay, um here I have um do you have for one kind of rod through a round			M	B		1	6.0	1_9
245160	245440	280			gesture	gesture	044.eaf																			1.0		06C				1.0		06C	en dan met een plat iets eraan.	And then with a flat something attached to it.			M	B		1	6.0	1_9
247750	248200	450			gesture	gesture	044.eaf																			1.0		other				1.0		other	Ik vond het lijkt op een eh wc-ontstopper.	I thought it looked like an eh toilet plunger.			M	B		1	6.0	1_9
250120	250200	80			non-gesture	gesture	044.eaf																						1.0						En dan tegen een soort van tegen de rechterkant aan.	And then against kind of against the right side.			M	B		1	6.0	1_9
251880	252400	520			gesture	non-gesture	044.eaf																		1.0										En dan tegen een soort van tegen de rechterkant aan.	And then against kind of against the right side.			M	B		1	6.0	1_9
253200	253560	360			non-gesture	gesture	044.eaf																										1.0						M	B		1	6.0	1_9
264500	266250	1750	gesture				044.eaf					1.0		01C							Eh deze die heeft aan de zijkant twee van die staafjes met allemaal van die blokjes die steeds groter worden.	Um this one that has two of those little bars on the side with all of those little cubes that get bigger and bigger.																	6	A		1	1.0	1_10
265680	265960	280		non-gesture			044.eaf					1.0		01C							Eh deze die heeft aan de zijkant twee van die staafjes met allemaal van die blokjes die steeds groter worden.	Um this one that has two of those little bars on the side with all of those little cubes that get bigger and bigger.																	6	A		1	1.0	1_10
266480	267440	960	gesture	non-gesture			044.eaf					1.0		01C							Eh deze die heeft aan de zijkant twee van die staafjes met allemaal van die blokjes die steeds groter worden.	Um this one that has two of those little bars on the side with all of those little cubes that get bigger and bigger.																	6	A		1	1.0	1_10
267840	268420	580	gesture				044.eaf					1.0		other							Eh deze die heeft aan de zijkant twee van die staafjes met allemaal van die blokjes die steeds groter worden.	Um this one that has two of those little bars on the side with all of those little cubes that get bigger and bigger.																	6	A		1	1.0	1_10
268000	268080	80		non-gesture			044.eaf					1.0		other							Eh deze die heeft aan de zijkant twee van die staafjes met allemaal van die blokjes die steeds groter worden.	Um this one that has two of those little bars on the side with all of those little cubes that get bigger and bigger.																	6	A		1	1.0	1_10
269400	269880	480	gesture	non-gesture			044.eaf					1.0		01A							En dan een soort spijker bovenop	And then some kind of nail on top													Ja, ja.	Yes, yes.			6	A		1	1.0	1_10
270760	271160	400		non-gesture			044.eaf					1.0		01B							en dan nog een vierkant voor.	And then another square in front.																	6	A		1	1.0	1_10
270760	271920	1160	gesture				044.eaf					1.0		01B							en dan nog een vierkant voor.	And then another square in front.																	6	A		1	1.0	1_10
271180	271920	740		non-gesture			044.eaf					1.0		01B							en dan nog een vierkant voor.	And then another square in front.													Ja, ja.	Yes, yes.			6	A		1	1.0	1_10
279480	281630	2150			gesture	gesture	044.eaf																			1.0		14C				1.0		14C	Eh deze heeft een lange eh vierkante staaf aan de voorkant.	Um this one has a long um square rod on the front.			B	B		1	14.0	1_11
283520	284160	640			non-gesture	gesture	044.eaf																								1.0	1.0		14A	En dan bovenop een bolletje.	And then on top of a ball.			B	B		1	14.0	1_11
285080	286280	1200			gesture	gesture	044.eaf																		1.0	1.0		14D-REP			1.0	1.0		14B-REP	En dan aan de linker en de rechterkant een eh , ja wat zijn dat, twee buisjes.	And then on the left and the right side an um , yes what are they, two tubes.			B	B		1	14.0	1_11
287240	290440	3200			gesture	gesture	044.eaf																			1.0		14D-rep				1.0		14B-rep	En dan aan de linker en de rechterkant een eh , ja wat zijn dat, twee buisjes.	And then on the left and the right side an um , yes what are they, two tubes.			B	B		1	14.0	1_11
290460	291280	820			non-gesture	non-gesture	044.eaf																												En dan aan de linker en de rechterkant een eh , ja wat zijn dat, twee buisjes.	And then on the left and the right side an um , yes what are they, two tubes.			B	B		1	14.0	1_11
291300	292880	1580			gesture	gesture	044.eaf																			1.0		14D-rep				1.0		14B-rep					B	B		1	14.0	1_11
293160	293680	520			non-gesture	non-gesture	044.eaf																												Die er, zeg maar, soort van een knuffel willen geven aan de staaf ervoor.	Those there, say, kind of want to give a hug to the rod in front of it.			B	B		1	14.0	1_11
293800	294520	720			gesture	gesture	044.eaf																			1.0		other-REP				1.0		other-REP	Die er, zeg maar, soort van een knuffel willen geven aan de staaf ervoor.	Those there, say, kind of want to give a hug to the rod in front of it.			B	B		1	14.0	1_11
295160	295830	670			gesture 	gesture	044.eaf																			1.0		other-rep				1.0		other-rep	Die er, zeg maar, soort van een knuffel willen geven aan de staaf ervoor.	Those there, say, kind of want to give a hug to the rod in front of it.			B	B		1	14.0	1_11
296800	296960	160			non-gesture		044.eaf																								1.0				Die er, zeg maar, soort van een knuffel willen geven aan de staaf ervoor.	Those there, say, kind of want to give a hug to the rod in front of it.			B	B		1	14.0	1_11
296800	297560	760				gesture	044.eaf																								1.0				Die er, zeg maar, soort van een knuffel willen geven aan de staaf ervoor.	Those there, say, kind of want to give a hug to the rod in front of it.			B	B		1	14.0	1_11
296980	297560	580			non-gesture		044.eaf																								1.0				Die er, zeg maar, soort van een knuffel willen geven aan de staaf ervoor.	Those there, say, kind of want to give a hug to the rod in front of it.			B	B		1	14.0	1_11
299600	299800	200			non-gesture	gesture	044.eaf																										1.0		Ik vond het ook een beetje lijken op een grijpmachine.	I also thought it looked a bit like a grappling machine.			B	B		1	14.0	1_11
300560	301160	600	non-gesture	non-gesture			044.eaf														Oh ja, ja, met dan zo'n bol op de bovenkant.	Oh yes, yes, with then such a sphere on the top.													Maar ja, de	But yes, the			B	B		1	14.0	1_11
301320	301960	640	non-gesture	gesture			044.eaf											1.0		14A	Oh ja, ja, met dan zo'n bol op de bovenkant.	Oh yes, yes, with then such a sphere on the top.													Maar ja, de	But yes, the			B	B		1	14.0	1_11
301880	302200	320			non-gesture	non-gesture	044.eaf											1.0		14A	Oh ja, ja, met dan zo'n bol op de bovenkant.	Oh yes, yes, with then such a sphere on the top.													Maar ja, de	But yes, the			B	B		1	14.0	1_11
308820	309310	490	gesture				044.eaf		1.0			1.0		11B							Eh deze heeft een soort ja g- clownsneus aan de voorkant.	Um this one has a kind of yes g- clown nose on the front.																	8	A		1	11.0	1_12
311170	313410	2240	gesture				044.eaf					1.0		11D							En dan zo'n eh soort van kegeltje aan de achterkant.	And then one of those um kind of cone things on the back.													Mhmhm	Mhmhm			8	A		1	11.0	1_12
313920	314330	410	gesture				044.eaf				1.0										En dan zo'n eh soort van kegeltje aan de achterkant.	And then one of those um kind of cone things on the back.																	8	A		1	11.0	1_12
