turn_id,pair,speaker,trial,from_ts,to_ts,start,end,duration,original_text,text,lemma,pos,eng_text,num_words,num_content_words
21736,037,A,3_4,00:16:54.120,00:16:58.579,1014.12,1018.579,4.458999999999946,Dit is die met dat serviesbakje die zo'n plaat door zijn hoofd had.,Dit is die met dat serviesbakje die zo'n plaat door zijn hoofd had,dit zijn die met dat serviesbak die zo'n plaat door zijn hoofd hebben,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'AUX']",This is the one with the crockery tray that had one of those plates through his head.,13,4
21737,037,B,3_4,00:17:01.199,00:17:01.700,1021.199,1021.7,0.50100000000009,Oké.,Oké,Oké,['ADJ'],Okay.,1,1
21738,037,B,3_4,00:17:01.941,00:17:02.660,1021.941,1022.66,0.7189999999999372,uh,uh,uh,['INTJ'],uh,1,0
21739,037,B,3_4,00:17:03.714,00:17:04.712,1023.714,1024.712,0.9979999999999336,Dat is *3*.,Dat is 3,dat zijn 3,"['SCONJ', 'PRON', 'NUM']",That's *3*.,3,0
21740,037,B,3_5,00:17:06.355,00:17:07.819,1026.355,1027.819,1.4639999999999418,Uhm dit is die met het feesthoedje.,Uhm dit is die met het feesthoedje,Uhm dit zijn die met het feesthoed,"['PROPN', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN']",Uhm this is the one with the party hat.,7,3
21741,037,A,3_5,00:17:08.790,00:17:11.601,1028.79,1031.601,2.811000000000149,"uhm even kijken, waar staat die ook alweer?",uhm even kijken waar staat die ook alweer,uhm even kijken waar staan die ook alweer,"['NOUN', 'ADV', 'VERB', 'ADV', 'VERB', 'PRON', 'ADV', 'ADV']","uhm let's see, where is it again?",8,7
21742,037,A,3_5,00:17:11.641,00:17:13.143,1031.641,1033.143,1.5019999999999527,"Ja, dat is *K*.",Ja dat is K,ja dat zijn K,"['INTJ', 'PRON', 'PRON', 'PROPN']","Yeah, that's *K*.",4,1
21743,037,A,3_6,00:17:14.375,00:17:19.071,1034.375,1039.071,4.695999999999913,"uhm it is die ene die op zo'n ovale balk staat, als het ware.",uhm it is die ene die op zo'n ovale balk staat als het ware,uhm it zijn die een die op zo'n ovaal balk staan als het zijn,"['SYM', 'SYM', 'AUX', 'PRON', 'NUM', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'AUX']","uhm it's the one that's on one of those oval bars, so to speak.",14,3
21744,037,A,3_6,00:17:20.111,00:17:22.050,1040.111,1042.05,1.9389999999998508,Met die platte schijf achter zijn hoofd.,Met die platte schijf achter zijn hoofd,met die plat schijf achter zijn hoofd,"['ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'NOUN']",With that flat disc behind his head.,7,3
21745,037,B,3_6,00:17:20.321,00:17:20.873,1040.321,1040.873,0.5520000000001346,O ja,O ja,O ja,"['INTJ', 'INTJ']",Oh yes,2,0
21746,037,B,3_6,00:17:22.324,00:17:23.255,1042.324,1043.255,0.93100000000004,"Ja, *9*",Ja 9,ja 9,"['INTJ', 'NUM']","Yes, *9*",2,0
21747,037,B,3_7,00:17:24.536,00:17:26.346,1044.536,1046.346,1.8099999999999454,Dit is die aan een balk hangt.,Dit is die aan een balk hangt,dit zijn die aan een balk hangen,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB']",This is the one hanging from a beam.,7,3
21748,037,B,3_7,00:17:26.840,00:17:28.901,1046.84,1048.901,2.061000000000149,"Uhm zoals jij het noemt, met dat balletje op zijn hoofd.",Uhm zoals jij het noemt met dat balletje op zijn hoofd,Uhm zoals jij het noemen met dat ballet op zijn hoofd,"['PROPN', 'SCONJ', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']","Uhm as you call it, with that little ball on his head.",11,4
21749,037,A,3_7,00:17:27.219,00:17:27.501,1047.219,1047.501,0.2819999999999254,uh,uh,uh,['INTJ'],uh,1,0
21750,037,A,3_7,00:17:29.325,00:17:30.390,1049.325,1050.39,1.0650000000000546,"Ja, dat is *N*.",Ja dat is N,ja dat zijn N,"['INTJ', 'PRON', 'PRON', 'NOUN']","Yes, that's *N*.",4,1
21751,037,A,3_8,00:17:32.316,00:17:35.897,1052.316,1055.897,3.5809999999999036,Uhm dit is die met die balk op zijn hoofd.,Uhm dit is die met die balk op zijn hoofd,Uhm dit zijn die met die balk op zijn hoofd,"['PROPN', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",Uhm this is the one with the beam on his head.,10,4
21752,037,A,3_8,00:17:36.485,00:17:41.200,1056.485,1061.2,4.7150000000001455,En die neus aan de linkerkant en die staaf die rechts een beetje ergens uitkomt.,En die neus aan de linkerkant en die staaf die rechts een beetje ergens uitkomt,en die neus aan de linkerkant en die staaf die rechts een beetje ergens uitkomen,"['CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADJ', 'DET', 'NOUN', 'ADV', 'VERB']",And that nose on the left and that bar on the right kind of coming out somewhere.,15,7
21753,037,B,3_8,00:17:41.724,00:17:42.660,1061.724,1062.66,0.9360000000001492,"Ja, *6*.",Ja 6,ja 6,"['INTJ', 'NUM']","Yes, *6*.",2,0
21754,037,B,3_9,00:17:43.809,00:17:47.436,1063.809,1067.436,3.6269999999999527,Dit is die met die neus en dan die balk door die neus.,Dit is die met die neus en dan die balk door die neus,dit zijn die met die neus en dan die balk door die neus,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']",This is the one with that nose and then that bar through that nose.,13,4
21755,037,B,3_9,00:17:47.545,00:17:48.880,1067.545,1068.88,1.3350000000000364,Met dat flapje op zijn hoofd.,Met dat flapje op zijn hoofd,met dat flap op zijn hoofd,"['ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",With that flap on his head.,6,2
21756,037,A,3_9,00:17:49.287,00:17:51.162,1069.287,1071.162,1.875,"Ja, dat is *G*.",Ja dat is G,ja dat zijn G,"['INTJ', 'PRON', 'PRON', 'SYM']","Yes, that's *G*.",4,0
21757,037,A,3_10,00:17:52.946,00:18:02.640,1072.946,1082.64,9.694000000000187,Uh dit is die met die dikke neus en dan dat omgekeerde tentje wat jij zei en dan op zijn hoofd een soort van kegelachtige inkepingdingetje en die staaf.,Uh dit is die met die dikke neus en dan dat omgekeerde tentje wat jij zei en dan op zijn hoofd een soort van kegelachtige inkepingdingetje en die staaf,Uh dit zijn die met die dik neus en dan dat omgekeerd tent wat jij zeggen en dan op zijn hoofd een soort van kegelachtig inkepingdingetje en die staaf,"['INTJ', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'SCONJ', 'SCONJ', 'ADJ', 'NOUN', 'PRON', 'PRON', 'VERB', 'CCONJ', 'ADV', 'ADP', 'PRON', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN']",Uh this is the one with the fat nose and then that upside down tent you said and then on his head kind of a cone-like notch thingy and that rod.,29,12
21758,037,B,3_10,00:18:04.811,00:18:05.690,1084.811,1085.69,0.8790000000001328,"Oh ja, *16*.",Oh ja 16,Oh ja 16,"['INTJ', 'INTJ', 'NUM']","Oh yes, *16*.",3,0
21759,037,B,3_11,00:18:07.008,00:18:09.138,1087.008,1089.138,2.1299999999998818,Dit is die jij op een eend vindt lijken.,Dit is die jij op een eend vindt lijken,dit zijn die jij op een eend vinden lijken,"['PRON', 'VERB', 'PRON', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB']",This is the one you think looks like a duck.,9,4
21760,037,A,3_11,00:18:09.632,00:18:11.802,1089.632,1091.802,2.1699999999998454,"Uhm even kijken, dat is *O*.",Uhm even kijken dat is O,Uhm even kijken dat zijn O,"['NOUN', 'ADV', 'VERB', 'SCONJ', 'PRON', 'INTJ']","Uhm let's see, that's *O*.",6,3
21761,037,A,3_12,00:18:14.120,00:18:20.566,1094.12,1100.566,6.44600000000014,Dit is die met op zijn hoofd twee van de kleine spoelsprietjes en ook zo'n plaat iets meer onder.,Dit is die met op zijn hoofd twee van de kleine spoelsprietjes en ook zo'n plaat iets meer onder,dit zijn die met op zijn hoofd twee van de klein spoelsprietjes en ook zo'n plaat iets veel onder,"['PRON', 'VERB', 'PRON', 'ADP', 'ADP', 'PRON', 'NOUN', 'NUM', 'ADP', 'DET', 'ADJ', 'ADJ', 'CCONJ', 'ADV', 'DET', 'NOUN', 'PRON', 'PRON', 'ADP']",This is the one with on its head two of the little coil sprites and also such a plate a little more below.,19,6
21762,037,A,3_12,00:18:21.567,00:18:25.828,1101.567,1105.828,4.260999999999967,Door door door het hoofd heen en links zo'n armpje dat omhoog gaat.,Door door door het hoofd heen en links zo'n armpje dat omhoog gaat,door door door het hoofd heen en link zo'n armpje dat omhoog gaan,"['ADP', 'ADP', 'ADP', 'DET', 'NOUN', 'ADP', 'CCONJ', 'NOUN', 'DET', 'NOUN', 'PRON', 'ADV', 'VERB']",Through through through the head and left one of those little arms that goes up.,13,5
21763,037,B,3_12,00:18:26.594,00:18:27.891,1106.594,1107.891,1.2970000000000255,"Ja, *14*.",Ja 14,ja 14,"['INTJ', 'NUM']","Yes, *14*.",2,0
21764,037,B,3_13,00:18:29.482,00:18:35.665,1109.482,1115.665,6.182999999999993,Dit is die met die met die dikke armpjes met die bolletjes aan het uiteinde en dat vlagje aan de achterkant.,Dit is die met die met die dikke armpjes met die bolletjes aan het uiteinde en dat vlagje aan de achterkant,dit zijn die met die met die dik armpjes met die bolle aan het uiteinde en dat vlag aan de achterkant,"['PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']",This is the one with the fat little arms with those little balls on the end and that little flag on the back.,21,7
21765,037,A,3_13,00:18:34.405,00:18:34.553,1114.405,1114.553,0.14800000000013824,Ja.,Ja,ja,['INTJ'],Yes.,1,0
21766,037,A,3_13,00:18:36.460,00:18:37.166,1116.46,1117.166,0.7059999999999036,Dat is *L*.,Dat is L,dat zijn L,"['SCONJ', 'PRON', 'PROPN']",That's *L*.,3,1
21767,037,A,3_14,00:18:38.296,00:18:40.224,1118.296,1120.224,1.9279999999998836,"Uh dit is de bokaal, de trofee.",Uh dit is de bokaal de trofee,Uh dit zijn de bokaal de trofee,"['INTJ', 'PRON', 'AUX', 'DET', 'NOUN', 'DET', 'NOUN']","Uh this is the trophy, the trophy.",7,2
21768,037,B,3_14,00:18:41.167,00:18:42.027,1121.167,1122.027,0.8600000000001273,Even kijken waar die staat.,Even kijken waar die staat,even kijken waar die staan,"['ADV', 'VERB', 'ADV', 'PRON', 'VERB']",Let's see where it is.,5,4
21769,037,B,3_14,00:18:42.068,00:18:43.035,1122.068,1123.035,0.9670000000000982,"Oh ja, *11*.",Oh ja 11,Oh ja 11,"['INTJ', 'INTJ', 'NUM']","Oh yes, *11*.",3,0
21770,037,B,3_15,00:18:44.312,00:18:46.096,1124.312,1126.096,1.7840000000001055,Dit is die met die selderij.,Dit is die met die selderij,dit zijn die met die selderij,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN']",This is the one with the celery.,6,2
21771,037,A,3_15,00:18:46.708,00:18:50.522,1126.708,1130.522,3.813999999999851,"Oh ja, even kijken. Waar is de selderij ook alweer heen? uhm",Oh ja even kijken Waar is de selderij ook alweer heen uhm,Oh ja even kijken waar zijn de selderij ook alweer heen uhm,"['INTJ', 'INTJ', 'ADV', 'VERB', 'ADV', 'AUX', 'DET', 'NOUN', 'ADV', 'ADV', 'ADP', 'NOUN']","Oh yes, let's see, where did the celery go again? uhm",12,7
21772,037,A,3_15,00:18:50.759,00:18:51.303,1130.759,1131.303,0.5440000000000964,Even kijken.,Even kijken,even kijken,"['ADV', 'VERB']",Let's see.,2,2
21773,037,A,3_15,00:18:51.323,00:18:53.388,1131.323,1133.388,2.064999999999827,"Oh ja, met uh met het dienblad.",Oh ja met uh met het dienblad,Oh ja met uh met het dienblad,"['INTJ', 'INTJ', 'ADP', 'INTJ', 'ADP', 'DET', 'NOUN']","Oh yeah, with uh with the tray.",7,1
21774,037,B,3_15,00:18:53.378,00:18:53.468,1133.378,1133.468,0.09000000000014552,Ja.,Ja,ja,['INTJ'],Yes.,1,0
21775,037,A,3_15,00:18:53.986,00:18:54.904,1133.986,1134.904,0.9179999999998927,Dat is *E*.,Dat is E,dat zijn E,"['SCONJ', 'PRON', 'NOUN']",That's *E*.,3,1
21776,037,A,3_16,00:18:56.155,00:18:59.204,1136.155,1139.204,3.048999999999978,Dit is met uh met de verrekijker links.,Dit is met uh met de verrekijker links,dit zijn met uh met de verrekijker links,"['PRON', 'AUX', 'ADP', 'INTJ', 'ADP', 'DET', 'NOUN', 'ADJ']",This is with uh with the binoculars on the left.,8,2
21777,037,A,3_16,00:18:59.244,00:19:02.093,1139.244,1142.093,2.84900000000016,Dus twee van die kerktorens en de spijker op zijn hoofd.,Dus twee van die kerktorens en de spijker op zijn hoofd,dus twee van die kerktoren en de spijker op zijn hoofd,"['ADV', 'NUM', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",So two of those steeples and the nail on his head.,11,4
21778,037,B,3_16,00:19:04.041,00:19:04.919,1144.041,1144.919,0.8780000000001564,"Oh ja, uh *4*.",Oh ja uh 4,Oh ja uh 4,"['INTJ', 'INTJ', 'INTJ', 'NUM']","Oh yeah, uh *4*.",4,0
21779,037,B,4_1,00:19:06.602,00:19:12.809,1146.602,1152.809,6.20699999999988,Dit is die met die dikke neus en dan uh op zijn hoofd twee dingen die linker met dat inkepinkje.,Dit is die met die dikke neus en dan uh op zijn hoofd twee dingen die linker met dat inkepinkje,dit zijn die met die dik neus en dan uh op zijn hoofd twee ding die linker met dat inkepink,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'SCONJ', 'INTJ', 'ADP', 'PRON', 'NOUN', 'NUM', 'NOUN', 'PRON', 'ADJ', 'ADP', 'DET', 'PROPN']",This is the one with the fat nose and then uh on his head two things the one on the left with that notch.,20,7
21780,037,A,4_1,00:19:13.479,00:19:13.589,1153.479,1153.589,0.10999999999989996,Ja.,Ja,ja,['INTJ'],Yes.,1,0
21781,037,B,4_1,00:19:13.628,00:19:14.463,1153.628,1154.463,0.8350000000000364,en die rechterbalk.,en die rechterbalk,en die rechterbalk,"['CCONJ', 'DET', 'NOUN']",And that right bar.,3,1
21782,037,A,4_1,00:19:15.460,00:19:16.172,1155.46,1156.172,0.7119999999999891,Dat is *L*.,Dat is L,dat zijn L,"['SCONJ', 'PRON', 'PROPN']",That's *L*.,3,1
21783,037,A,4_2,00:19:17.668,00:19:19.279,1157.668,1159.279,1.6110000000001037,uh dit is die met de feesthoed.,uh dit is die met de feesthoed,uh dit zijn die met de feesthoed,"['INTJ', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN']",uh this is the one with the party hat.,7,2
21784,037,B,4_2,00:19:21.444,00:19:21.797,1161.444,1161.797,0.3530000000000655,*1*,1,1,['NUM'],*1*,1,0
21785,037,B,4_3,00:19:23.406,00:19:29.115,1163.406,1169.115,5.70900000000006,Dit is uh die met die voelsprietjes en die ja balk of tafelblad door zich heen.,Dit is uh die met die voelsprietjes en die ja balk of tafelblad door zich heen,dit zijn uh die met die voelsprietjes en die ja balk of tafelblad door zich heen,"['PRON', 'VERB', 'INTJ', 'PRON', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'INTJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PRON', 'ADP']",This is uh the one with the feelers and that yes beam or tabletop through it.,16,4
21786,037,A,4_3,00:19:28.707,00:19:28.887,1168.707,1168.887,0.1799999999998363,Ja.,Ja,ja,['INTJ'],Yes.,1,0
21787,037,A,4_3,00:19:30.364,00:19:31.635,1170.364,1171.635,1.2709999999999582,"Ja, die heb ik. Dat is *M*.",Ja die heb ik Dat is M,ja die hebben ik dat zijn M,"['INTJ', 'PRON', 'VERB', 'PRON', 'PRON', 'PRON', 'PROPN']","Yes, I have that one, which is *M*.",7,2
21788,037,A,4_4,00:19:32.649,00:19:36.106,1172.649,1176.106,3.4570000000001073,Uh dit is die ene die aan een paal hangt met bal op zijn hoofd.,Uh dit is die ene die aan een paal hangt met bal op zijn hoofd,Uh dit zijn die een die aan een paal hangen met bal op zijn hoofd,"['INTJ', 'PRON', 'VERB', 'PRON', 'NUM', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PRON', 'NOUN']",Uh this is the one hanging from a pole with ball on his head.,15,5
21789,037,B,4_4,00:19:36.555,00:19:37.165,1176.555,1177.165,0.6099999999999,*5*,5,5,['NUM'],*5*,1,0
21790,037,B,4_5,00:19:38.269,00:19:39.354,1178.269,1179.354,1.0850000000000364,Dit is de trofee.,Dit is de trofee,dit zijn de trofee,"['PRON', 'AUX', 'DET', 'NOUN']",This is the trophy.,4,1
21791,037,A,4_5,00:19:40.325,00:19:42.925,1180.325,1182.925,2.599999999999909,"Uh da, dat is... Even kijken waar staat die. Dat is *H*.",Uh da dat is Even kijken waar staat die Dat is H,Uh da dat zijn Even kijken waar staan die dat zijn H,"['INTJ', 'PROPN', 'PRON', 'AUX', 'ADV', 'VERB', 'ADV', 'VERB', 'PRON', 'PRON', 'PRON', 'PROPN']","Uh da, that's... Let's see where is that, that's *H*.",12,6
21792,037,A,4_6,00:19:43.999,00:19:47.337,1183.999,1187.337,3.3379999999999654,UH dit is die ene met de dikke neus en de spijker erdoorheen.,UH dit is die ene met de dikke neus en de spijker erdoorheen,UH dit zijn die een met de dik neus en de spijker erdoorheen,"['NOUN', 'PRON', 'VERB', 'PRON', 'DET', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADV']",UH this is the one with the fat nose and the nail through it.,13,6
21793,037,B,4_6,00:19:49.662,00:19:51.536,1189.662,1191.536,1.8740000000000236,Uh die met dat fluppertje op zijn hoofd?,Uh die met dat fluppertje op zijn hoofd,Uh die met dat flupper op zijn hoofd,"['INTJ', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",Uh the one with the little fluff on his head?,8,2
21794,037,A,4_6,00:19:51.797,00:19:51.887,1191.797,1191.887,0.08999999999991815,Ja.,Ja,ja,['INTJ'],Yes.,1,0
21795,037,B,4_6,00:19:53.129,00:19:53.809,1193.129,1193.809,0.6800000000000637,*16*.,16,16,['NUM'],*16*.,1,0
21796,037,B,4_7,00:19:55.085,00:19:56.106,1195.085,1196.106,1.0209999999999582,Dit is de olifant.,Dit is de olifant,dit zijn de olifant,"['PRON', 'AUX', 'DET', 'NOUN']",This is the elephant.,4,1
21797,037,A,4_7,00:19:56.901,00:19:58.655,1196.901,1198.655,1.7539999999999054,"Even kijken, dat is *F*.",Even kijken dat is F,even kijken dat zijn F,"['ADV', 'VERB', 'SCONJ', 'PRON', 'PROPN']","Let's see, that's *F*.",5,3
21798,037,A,4_8,00:19:59.862,00:20:00.915,1199.862,1200.915,1.0529999999998836,Uh dit is de eend.,Uh dit is de eend,Uh dit zijn de eend,"['INTJ', 'PRON', 'AUX', 'DET', 'NOUN']",Uh this is the duck.,5,1
21799,037,B,4_8,00:20:02.125,00:20:02.639,1202.125,1202.639,0.5139999999998963,*13*.,13,13,['NUM'],*13*.,1,0
21800,037,B,4_9,00:20:03.820,00:20:08.881,1203.82,1208.881,5.061000000000149,Dit is die met die spijker op zijn hoofd en die uh twee kerktorens naast elkaar.,Dit is die met die spijker op zijn hoofd en die uh twee kerktorens naast elkaar,dit zijn die met die spijker op zijn hoofd en die uh twee kerktoren naast elkaar,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'INTJ', 'NUM', 'NOUN', 'ADP', 'PRON']",This is the one with the nail on his head and the uh two steeples next to each other.,16,4
21801,037,A,4_9,00:20:09.694,00:20:13.880,1209.694,1213.88,4.186000000000149,"uh even kijken, waar staat die ook alweer?Ja, dat is *O*.",uh even kijken waar staat die ook alweerJa dat is O,uh even kijken waar staan die ook alweerJa dat zijn O,"['INTJ', 'ADV', 'VERB', 'ADV', 'VERB', 'PRON', 'ADV', 'ADV', 'SCONJ', 'PRON', 'INTJ']","uh let's see, where's that one again, yes, that's *O*.",11,6
21802,037,A,4_10,00:20:15.087,00:20:17.176,1215.087,1217.176,2.088999999999942,Uh dit is die met de dikke armen met de knoppen.,Uh dit is die met de dikke armen met de knoppen,Uh dit zijn die met de dik arm met de knop,"['INTJ', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'ADJ', 'ADP', 'DET', 'NOUN']",Uh this is the one with the fat arms with the buttons.,11,4
21803,037,B,4_10,00:20:17.847,00:20:18.451,1217.847,1218.451,0.6040000000000418,*14*.,14,14,['NUM'],*14*.,1,0
21804,037,B,4_11,00:20:19.526,00:20:24.931,1219.526,1224.931,5.404999999999973,Dit is die met het serviesbakje en de die op een tafeltje staat door zijn hoofd.,Dit is die met het serviesbakje en de die op een tafeltje staat door zijn hoofd,dit zijn die met het serviesbak en de die op een tafel staan door zijn hoofd,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'PRON', 'NOUN']",This is the one with the crockery tray and the one standing on a table by his head.,16,5
21805,037,A,4_11,00:20:22.399,00:20:22.609,1222.399,1222.609,0.21000000000003638,Oh ja.,Oh ja,Oh ja,"['INTJ', 'INTJ']",Oh yes.,2,0
21806,037,A,4_11,00:20:24.452,00:20:26.603,1224.452,1226.603,2.1510000000000673,"Ja, dat is uh *C*.",Ja dat is uh C,ja dat zijn uh C,"['INTJ', 'PRON', 'PRON', 'INTJ', 'NOUN']","Yeah, that's uh *C*.",5,1
21807,037,A,4_12,00:20:27.940,00:20:30.534,1227.94,1230.534,2.594000000000051,Dit is met de kegels op 9 en 12 uur.,Dit is met de kegels op 9 en 12 uur,dit zijn met de kegel op 9 en 12 uur,"['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'CCONJ', 'NUM', 'NOUN']",This is with the cones at 9 and 12 o'clock.,10,3
21808,037,B,4_12,00:20:31.627,00:20:32.128,1231.627,1232.128,0.5009999999999764,*8*.,8,8,['NUM'],*8*.,1,0
21809,037,B,4_13,00:20:33.921,00:20:40.373,1233.921,1240.373,6.451999999999998,Uh dit is die met die staaf op zijn hoofd en dat neusje of armpje en dat staafje aan de rechterkant dat ergens uitkomt.,Uh dit is die met die staaf op zijn hoofd en dat neusje of armpje en dat staafje aan de rechterkant dat ergens uitkomt,Uh dit zijn die met die staaf op zijn hoofd en dat neus of armpje en dat staaf aan de rechterkant dat ergens uitkomen,"['INTJ', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'CCONJ', 'SYM', 'CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'ADV', 'VERB']",Uh this is the one with that rod on his head and that little nose or arm and that little rod on the right side that comes out somewhere.,24,8
21810,037,A,4_13,00:20:41.321,00:20:42.553,1241.321,1242.553,1.2320000000001983,"Ja, dat is *B*.",Ja dat is B,ja dat zijn B,"['INTJ', 'PRON', 'AUX', 'PROPN']","Yes, that's *B*.",4,1
21811,037,A,4_14,00:20:43.934,00:20:51.248,1243.934,1251.248,7.314000000000078,Uh dit is die met dat vierkante plaatje op zijn hoofd waar die kerktorens als het ware tegenaan uitkwamen.,Uh dit is die met dat vierkante plaatje op zijn hoofd waar die kerktorens als het ware tegenaan uitkwamen,Uh dit zijn die met dat vierkant plaat op zijn hoofd waar die kerktoren als het zijn tegenaan uitkwamen,"['INTJ', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'NOUN', 'ADV', 'DET', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'ADP', 'VERB']","Uh this is the one with the square plate on his head where those steeples came out against it, so to speak.",19,7
21812,037,B,4_14,00:20:52.237,00:20:53.360,1252.237,1253.36,1.12299999999982,"Ja, *9*.",Ja 9,ja 9,"['INTJ', 'NUM']","Yes, *9*.",2,0
21813,037,B,4_15,00:20:54.644,00:20:59.099,1254.644,1259.099,4.454999999999927,Dit is die met dat rondje aan de achterkant die op een dingetje staat.,Dit is die met dat rondje aan de achterkant die op een dingetje staat,dit zijn die met dat rond aan de achterkant die op een dinget staan,"['PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'ADP', 'ADP', 'DET', 'NOUN', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB']",This is the one with that round on the back that is on a thingy.,14,4
21814,037,B,4_15,00:20:59.170,00:21:00.504,1259.17,1260.504,1.3339999999998327,Zo'n cilinder.,Zo'n cilinder,zo'n cilinder,"['DET', 'NOUN']",Such a cylinder.,2,1
21815,037,A,4_15,00:20:59.534,00:20:59.663,1259.534,1259.663,0.1289999999999054,ja,ja,ja,['INTJ'],yes,1,0
21816,037,A,4_15,00:21:01.017,00:21:02.487,1261.017,1262.487,1.4700000000000273,"Ja, dat is *A*.",Ja dat is A,ja dat zijn A,"['INTJ', 'PRON', 'PRON', 'PROPN']","Yes, that's *A*.",4,1
21817,037,A,4_16,00:21:03.926,00:21:05.990,1263.926,1265.99,2.064000000000078,Dit is met de selderij en het dienblad.,Dit is met de selderij en het dienblad,dit zijn met de selderij en het dienblad,"['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN']",This is with the celery and the tray.,8,3
21818,037,B,4_16,00:21:06.557,00:21:08.414,1266.557,1268.414,1.856999999999971,Uhm even kijken hoor.,Uhm even kijken hoor,Uhm even kijken horen,"['NOUN', 'ADV', 'VERB', 'VERB']",Uhm let's see here.,4,4
21819,037,B,4_16,00:21:09.058,00:21:09.857,1269.058,1269.857,0.7989999999999782,"Ja, *15*.",Ja 15,ja 15,"['INTJ', 'NUM']","Yes, *15*.",2,0
21820,037,B,5_1,00:21:12.007,00:21:15.425,1272.007,1275.425,3.4179999999998927,Uhm dit is die aan een paal hangt met een bal op zijn hoofd.,Uhm dit is die aan een paal hangt met een bal op zijn hoofd,Uhm dit zijn die aan een paal hangen met een bal op zijn hoofd,"['PROPN', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",Uhm this is the one hanging from a pole with a ball on his head.,14,6
21821,037,A,5_1,00:21:15.556,00:21:16.693,1275.556,1276.693,1.1369999999999436,"Ja, dat is *N*.",Ja dat is N,ja dat zijn N,"['INTJ', 'PRON', 'PRON', 'NOUN']","Yes, that's *N*.",4,1
