Begin Time - msec,End Time - msec,Duration - msec,A_LH_gesture,A_RH_gesture,B_LH_gesture,B_RH_gesture,File,File Path,A_LH_gesture_beat,A_LH_gesture_comments,A_LH_gesture_deixis,A_LH_gesture_iconicity,A_LH_gesture_pragmaticality,A_LH_gesture_referent,A_RH_gesture_beat,A_RH_gesture_comments,A_RH_gesture_deixis,A_RH_gesture_iconicity,A_RH_gesture_pragmaticality,A_RH_gesture_referent,A_speech,A_speech_eng,B_LH_gesture_beat,B_LH_gesture_comments,B_LH_gesture_deixis,B_LH_gesture_iconicity,B_LH_gesture_pragmaticality,B_LH_gesture_referent,B_RH_gesture_beat,B_RH_gesture_comments,B_RH_gesture_deixis,B_RH_gesture_iconicity,B_RH_gesture_pragmaticality,B_RH_gesture_referent,B_speech,B_speech_eng,accuracy,comments,correct_answer,director,given_answer,round,target,trial,pair,gesturer,iconic_a,iconic_b,iconic
789360,789622,262,gesture,gesture,,,036.eaf,,1.0,,,1.0,,01C,1.0,,,1.0,,01C,Dit was een soort robot die naar links kijkt met het vierkant aan de voorkant. Die blokken als ogen.,This was a kind of robot looking to the left with the square in front. Those blocks as eyes.,,,,,,,,,,,,,,,,,1,A,,3.0,1.0,3_16,036,A,True,False,True
794715,795744,1029,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11B,Deze is die ene met een een eierneus en een korte linkerarm en twee antennes.,This one is the one with an egg nose and a short left arm and two antennae.,,,B,B,,4.0,11.0,4_1,036,B,False,True,True
796897,797540,643,,,gesture,,036.eaf,,,,,,,,,,,,,,,,1.0,,,1.0,,11C,,,,,,,Deze is die ene met een een eierneus en een korte linkerarm en twee antennes.,This one is the one with an egg nose and a short left arm and two antennae.,,,B,B,,4.0,11.0,4_1,036,B,False,True,True
798171,798911,740,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11A+11D,Deze is die ene met een een eierneus en een korte linkerarm en twee antennes.,This one is the one with an egg nose and a short left arm and two antennae.,,,B,B,,4.0,11.0,4_1,036,B,False,True,True
816911,817611,700,gesture,gesture,,,036.eaf,,,,,1.0,,14B,,,,1.0,,14D,Dit is degene met de bol aan de bovenkant die het balkje omhelst.,This is the one with the sphere at the top hugging the bar.,,,,,,,,,,,,,,,,,14,A,,4.0,14.0,4_4,036,A,True,False,True
868244,869000,756,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,07B,Deze is dat mokje met een tafeltje en een bakje erop.,This one is that mug with a little table and a tray on top.,,,A,B,,4.0,7.0,4_11,036,B,False,True,True
883028,883568,540,gesture,,,,036.eaf,,,,,1.0,,16A,,,,,,,Eh dit is die met de neus en de ja antenne op de bovenkant hetzelfde en dan dat blok aan de andere kant.,Um this is the one with the nose and the yes antenna on the top the same and then that block on the other side.,,,,,,,,,,,,,,,,,11,A,,4.0,16.0,4_12,036,A,True,False,True
911571,914167,2596,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09D,Eh deze is de ene met een soort van ronde rondje achter zich en een lange neus.,Um this one is the one with a kind of round round round behind it and a long nose.,,,P,B,,4.0,9.0,4_15,036,B,False,True,True
914583,914743,160,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09C,Eh deze is de ene met een soort van ronde rondje achter zich en een lange neus.,Um this one is the one with a kind of round round round behind it and a long nose.,,,P,B,,4.0,9.0,4_15,036,B,False,True,True
915402,915775,373,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09A,Eh deze is de ene met een soort van ronde rondje achter zich en een lange neus.,Um this one is the one with a kind of round round round behind it and a long nose.,,,P,B,,4.0,9.0,4_15,036,B,False,True,True
919600,919800,200,,,gesture,gesture,036.eaf,,,,,,,,,,,,,,"Ja, ja oke dat is","Yes, yes okay that is",,,,1.0,,09B,,,,1.0,,09B,"Oh, en dat balkje aan de onderkant, ja.","Oh, and that bar at the bottom, yes.",,,P,B,,4.0,9.0,4_15,036,B,False,True,True
924384,924816,432,,gesture,,,036.eaf,,,,,,,,,,,1.0,,12A,ehm dit is degene met dat dienblad aan de zijkant en dat ding wat de hemel naar de lucht wijst.,um this is the one with that tray on the side and that thing pointing the sky to the sky.,,,,,,,,,,,,,,,,,6,A,,4.0,12.0,4_16,036,A,True,False,True
925927,926767,840,gesture,,,,036.eaf,,1.0,,,1.0,,12C,,,,,,,ehm dit is degene met dat dienblad aan de zijkant en dat ding wat de hemel naar de lucht wijst.,um this is the one with that tray on the side and that thing pointing the sky to the sky.,,,,,,,,,,,,,,,,,6,A,,4.0,12.0,4_16,036,A,True,False,True
935280,935600,320,,,gesture,gesture,036.eaf,,,,,,,,,,,,,,,,,,,1.0,,14B,,,,1.0,,14B,"Oké, deze is die ene die een balk probeert te omhelzen met een ei op zijn hoofd.","Okay, this one is the one trying to hug a beam with an egg on its head.",,,G,B,,5.0,14.0,5_1,036,B,False,True,True
935666,936277,611,,,gesture,,036.eaf,,,,,,,,,,,,,,,,,,1.0,1.0,,14A,,,,,,,"Oké, deze is die ene die een balk probeert te omhelzen met een ei op zijn hoofd.","Okay, this one is the one trying to hug a beam with an egg on its head.",,,G,B,,5.0,14.0,5_1,036,B,False,True,True
942318,942678,360,gesture,gesture,,,036.eaf,,,,,1.0,,09B,,,,1.0,,09B,Ehm dit is degene die dat rare nekje heeft en dat rondje aan de achterkant met dat één ding op zijn hoofd en een lange neus.,Um this is the one that has that weird little neck and that round on the back with that one thing on his head and a long nose.,,,,,,,,,,,,,,,,,14,A,,5.0,9.0,5_2,036,A,True,False,True
952247,952447,200,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,16C,Deze is die ene die een lange neus heeft. Die lijkt op die antenne op zijn hoofd met een blokje arm.,"This one is the one that has a long nose, which looks like that antenna on his head with a block arm.",,,I,B,,5.0,16.0,5_3,036,B,False,True,True
953061,954122,1061,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,16C,Deze is die ene die een lange neus heeft. Die lijkt op die antenne op zijn hoofd met een blokje arm.,"This one is the one that has a long nose, which looks like that antenna on his head with a block arm.",,,I,B,,5.0,16.0,5_3,036,B,False,True,True
954126,954566,440,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,16A,Deze is die ene die een lange neus heeft. Die lijkt op die antenne op zijn hoofd met een blokje arm.,"This one is the one that has a long nose, which looks like that antenna on his head with a block arm.",,,I,B,,5.0,16.0,5_3,036,B,False,True,True
955338,956002,664,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,16B,Deze is die ene die een lange neus heeft. Die lijkt op die antenne op zijn hoofd met een blokje arm.,"This one is the one that has a long nose, which looks like that antenna on his head with a block arm.",,,I,B,,5.0,16.0,5_3,036,B,False,True,True
965437,966157,720,,,gesture,gesture,036.eaf,,,,,,,,,,,,,,,,,,,1.0,,08A,,,,1.0,,08A,Eh deze is weer die met een geruit hoedje met een balk erdoorheen.,Um this one is again the one with a plaid hat with a bar through it.,,,N,B,,5.0,8.0,5_5,036,B,False,True,True
966280,966960,680,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,08B,Eh deze is weer die met een geruit hoedje met een balk erdoorheen.,Um this one is again the one with a plaid hat with a bar through it.,,,N,B,,5.0,8.0,5_5,036,B,False,True,True
992286,992666,380,,,gesture,gesture,036.eaf,,,,,,,,,,,,,,,,,,,1.0,,10E,,,,1.0,,10A,Deze is die ene met die armen.,This one is the one with the arms.,,,E,B,,5.0,10.0,5_9,036,B,False,True,True
993512,993752,240,,,gesture,,036.eaf,,,,,,,,,,,,,,,,,,,1.0,,10E,,,,,,,De linkerkant is korter dan de rechterkant met die rondjes aan het uiteinde.,The left side is shorter than the right side with those rounds at the end.,,,E,B,,5.0,10.0,5_9,036,B,False,True,True
994520,994760,240,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10A,De linkerkant is korter dan de rechterkant met die rondjes aan het uiteinde.,The left side is shorter than the right side with those rounds at the end.,,,E,B,,5.0,10.0,5_9,036,B,False,True,True
995360,995960,600,,,gesture,gesture,036.eaf,,,,,,,,,,,,,,,,,,,1.0,,10F,,,,1.0,,10B,De linkerkant is korter dan de rechterkant met die rondjes aan het uiteinde.,The left side is shorter than the right side with those rounds at the end.,,,E,B,,5.0,10.0,5_9,036,B,False,True,True
1044083,1044859,776,,,gesture,,036.eaf,,,,,,,,,,,,,,,,1.0,,,1.0,,11C,,,,,,,"Ja klopt, dat is een korte arme aan de zijkant.","Yes right, that's a short poor one on the side.",,,4,A,,5.0,11.0,5_14,036,B,False,True,True
1049718,1051153,1435,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,12A,Deze is de ene met het signaal en het dienblad tegenaan.,This one is the one with the signal and the tray against it.,,,M,B,,5.0,12.0,5_15,036,B,False,True,True
1052200,1052602,402,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,12A,Deze is de ene met het signaal en het dienblad tegenaan.,This one is the one with the signal and the tray against it.,,,M,B,,5.0,12.0,5_15,036,B,False,True,True
1071112,1071552,440,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11B,eh deze is de ene weer met die grote eigen neus met die twee antennes en een korte arm.,um this one is the one again with that big own nose with those two antennas and a short arm.,,,J,B,,6.0,11.0,6_3,036,B,False,True,True
1073693,1074280,587,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11A+11D,eh deze is de ene weer met die grote eigen neus met die twee antennes en een korte arm.,um this one is the one again with that big own nose with those two antennas and a short arm.,,,J,B,,6.0,11.0,6_3,036,B,False,True,True
1074541,1074721,180,,,gesture,,036.eaf,,,,,,,,,,,,,,,,,,,1.0,,11C,,,,,,,eh deze is de ene weer met die grote eigen neus met die twee antennes en een korte arm.,um this one is the one again with that big own nose with those two antennas and a short arm.,,,J,B,,6.0,11.0,6_3,036,B,False,True,True
1079017,1079396,379,,gesture,,,036.eaf,,,,,,,,,,1.0,1.0,,16A,Eh dit is degene die hetzelfde heeft bovenop als als neus en nog zo'n blok aan de zijkant.,Um this is the one that has the same thing on top as nose and another one of those blocks on the side.,,,,,,,,,,,,,,,,,15,A,,6.0,16.0,6_4,036,A,True,False,True
1079396,1079836,440,,gesture,,,036.eaf,,,,,,,,,,1.0,1.0,,16C,Eh dit is degene die hetzelfde heeft bovenop als als neus en nog zo'n blok aan de zijkant.,Um this is the one that has the same thing on top as nose and another one of those blocks on the side.,,,,,,,,,,,,,,,,,15,A,,6.0,16.0,6_4,036,A,True,False,True
1079870,1080513,643,,gesture,,,036.eaf,,,,,,,,,,,1.0,,16C,Eh dit is degene die hetzelfde heeft bovenop als als neus en nog zo'n blok aan de zijkant.,Um this is the one that has the same thing on top as nose and another one of those blocks on the side.,,,,,,,,,,,,,,,,,15,A,,6.0,16.0,6_4,036,A,True,False,True
1080880,1081160,280,,gesture,,,036.eaf,,,,,,,,,,,1.0,,16B,Eh dit is degene die hetzelfde heeft bovenop als als neus en nog zo'n blok aan de zijkant.,Um this is the one that has the same thing on top as nose and another one of those blocks on the side.,,,,,,,,,,,,,,,,,15,A,,6.0,16.0,6_4,036,A,True,False,True
1102755,1103715,960,gesture,,,,036.eaf,,,,,1.0,,08B,,,,,,,Dit is diegene met dat geruite ding met die staaf of met die balk er nog doorheen op de bovenkant.,This is the one with the checkered thing with that bar or with that bar still through it on the top.,,,,,,,,,,,,,,,,,7,A,,6.0,8.0,6_8,036,A,True,False,True
1142723,1143243,520,gesture,,,,036.eaf,,,,1.0,1.0,,12C,,,,,,,ehm dat is degene met het tafeltje aan de zijkant die naar de lucht wijst eh,um that's the one with the little table on the side pointing to the sky eh,,,,,,,,,,,,,,,,,2,A,,6.0,12.0,6_14,036,A,True,False,True
1147440,1148224,784,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,12C,"Ja, de ene die naar de hemel.","Yes, the one that goes to heaven.",,,2,A,,6.0,12.0,6_14,036,B,False,True,True
1152289,1153149,860,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09D,"Ja, deze is weer die ene met een eh dat op een balletje staat met een ronde rondje achter zich en een antenne.","Yes, this one again is the one with an eh standing on a ball with a round circle behind it and an antenna.",,,E,B,,6.0,9.0,6_15,036,B,False,True,True
1154224,1154474,250,,,gesture,gesture,036.eaf,,,,,,,,,,,,,,,,,,,1.0,,09B,,,,1.0,,09B,"Ja, deze is weer die ene met een eh dat op een balletje staat met een ronde rondje achter zich en een antenne.","Yes, this one again is the one with an eh standing on a ball with a round circle behind it and an antenna.",,,E,B,,6.0,9.0,6_15,036,B,False,True,True
1155200,1157000,1800,,,,gesture,036.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09D,"Ja, deze is weer die ene met een eh dat op een balletje staat met een ronde rondje achter zich en een antenne.","Yes, this one again is the one with an eh standing on a ball with a round circle behind it and an antenna.",,,E,B,,6.0,9.0,6_15,036,B,False,True,True
48280,48640,360,,,gesture,,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,02D,,,,,,,,,,,F,B,,1.0,2.0,1_1,037,B,False,True,True
50200,51160,960,gesture,,,,037.eaf,,1.0,,,1.0,,02D,,,,,,,"Flapper oor, zo.","Flapper ear, like this.",,,,,,,,,,,,,"Ja, het is een verrekijker.","Yes, it is a pair of binoculars.",,,F,B,,1.0,2.0,1_1,037,A,True,False,True
72720,73200,480,gesture,gesture,,,037.eaf,,,,,1.0,,main,,,,1.0,,main,"Oké, dit is een figuur en je hebt een soort van de basisvorm is een soort van hoofd bij allemaal.","Okay, this is a figure and you kind of have the basic shape is kind of a head at all.",,,,,,,,,,,,,,,,,4,A,,1.0,9.0,1_2,037,A,True,False,True
74140,75320,1180,gesture,gesture,,,037.eaf,,,,,1.0,,main,,,,1.0,,main,"Oké, dit is een figuur en je hebt een soort van de basisvorm is een soort van hoofd bij allemaal.","Okay, this is a figure and you kind of have the basic shape is kind of a head at all.",,,,,,,,,,,,,,,,,4,A,,1.0,9.0,1_2,037,A,True,False,True
77040,78080,1040,gesture,gesture,,,037.eaf,,,,,1.0,,09B,,,,1.0,,09B,Maar deze heeft als enige zo'n ovale balk eronder.,But this one is the only one that has such an oval bar underneath.,,,,,,,,,,,,,,,,,4,A,,1.0,9.0,1_2,037,A,True,False,True
83480,84080,600,gesture,gesture,,,037.eaf,,,,,1.0,,main,,,,1.0,,09D,"En die heeft op de achterkant een soort van achter zich geeft hij een rondje, maar alleen de bovenkant steekt daar daarvan uit.","And that one has on the back kind of behind it he gives a round, but only the top of that sticks out.",,,,,,,,,,,,,,,,,4,A,,1.0,9.0,1_2,037,A,True,False,True
84670,85060,390,gesture,,,,037.eaf,,,,1.0,1.0,,09D,,,,,,,"En die heeft op de achterkant een soort van achter zich geeft hij een rondje, maar alleen de bovenkant steekt daar daarvan uit.","And that one has on the back kind of behind it he gives a round, but only the top of that sticks out.",,,,,,,,,,,,,,,,,4,A,,1.0,9.0,1_2,037,A,True,False,True
87140,87420,280,gesture,,,,037.eaf,,,,1.0,1.0,,09D,,,,,,,"En die heeft op de achterkant een soort van achter zich geeft hij een rondje, maar alleen de bovenkant steekt daar daarvan uit.","And that one has on the back kind of behind it he gives a round, but only the top of that sticks out.",,,,,,,,,,,,,,,,,4,A,,1.0,9.0,1_2,037,A,True,False,True
97200,97960,760,,gesture,,,037.eaf,,,,,,,,,,,1.0,,09C,Het is in ieder geval een staaf.,"In any case, it is a rod.",,,,,1.0,,,,,,1.0,,"Ja, dat is waar.","Yes, that's true.",,,4,A,,1.0,9.0,1_2,037,A,True,False,True
111640,112450,810,gesture,gesture,,,037.eaf,,,,,1.0,,09B,,,,1.0,,09B,"Ja, een soort van ovale balk waar het op staat.","Yes, a kind of oval bar that it's on.",,,,,,,,,,,,,,,,,4,A,,1.0,9.0,1_2,037,A,True,False,True
112450,112810,360,gesture,gesture,,,037.eaf,,,,,1.0,,09B,,,,1.0,,09B,"Ja, een soort van ovale balk waar het op staat.","Yes, a kind of oval bar that it's on.",,,,,,,,,,,,,,,,,4,A,,1.0,9.0,1_2,037,A,True,False,True
127680,127900,220,,,gesture,gesture,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,10A,,,,1.0,,10E,"Oké, deze heeft een soort van hij heeft twee ja armpjes buisjes met ronde bolletjes aan de uiteinden.","Okay, this one has sort of he has two yes arms tubes with round balls on the ends.",,,L,B,,1.0,10.0,1_3,037,B,False,True,True
127900,128280,380,,,gesture,gesture,037.eaf,,,,,,,,,,,,,,,,,,,1.0,1.0,10A,,,,1.0,1.0,10E,"Oké, deze heeft een soort van hij heeft twee ja armpjes buisjes met ronde bolletjes aan de uiteinden.","Okay, this one has sort of he has two yes arms tubes with round balls on the ends.",,,L,B,,1.0,10.0,1_3,037,B,False,True,True
130190,130570,380,,,gesture,gesture,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,10A,,,,1.0,,10E,"Oké, deze heeft een soort van hij heeft twee ja armpjes buisjes met ronde bolletjes aan de uiteinden.","Okay, this one has sort of he has two yes arms tubes with round balls on the ends.",,,L,B,,1.0,10.0,1_3,037,B,False,True,True
130790,131430,640,,,gesture,gesture,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,10B,,,,1.0,,10F,"Oké, deze heeft een soort van hij heeft twee ja armpjes buisjes met ronde bolletjes aan de uiteinden.","Okay, this one has sort of he has two yes arms tubes with round balls on the ends.",,,L,B,,1.0,10.0,1_3,037,B,False,True,True
141760,142080,320,,,gesture,,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,10D,,,,,,,En aan de achterkant heeft hij een soort van vierkant dat schuin staat en er half bovenuit steekt met één dingetje aan de onderkant daarbij.,"And at the back, it has a kind of square that's slanted and sticks halfway out of it with one little thing at the bottom with that.",,,L,B,,1.0,10.0,1_3,037,B,False,True,True
142760,143400,640,,,gesture,,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,10D,,,,,,,En aan de achterkant heeft hij een soort van vierkant dat schuin staat en er half bovenuit steekt met één dingetje aan de onderkant daarbij.,"And at the back, it has a kind of square that's slanted and sticks halfway out of it with one little thing at the bottom with that.",,,L,B,,1.0,10.0,1_3,037,B,False,True,True
143520,144080,560,,,gesture,,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,10D,,,,,,,En aan de achterkant heeft hij een soort van vierkant dat schuin staat en er half bovenuit steekt met één dingetje aan de onderkant daarbij.,"And at the back, it has a kind of square that's slanted and sticks halfway out of it with one little thing at the bottom with that.",,,L,B,,1.0,10.0,1_3,037,B,False,True,True
145440,146280,840,,,gesture,,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,10C,,,,,,,En aan de achterkant heeft hij een soort van vierkant dat schuin staat en er half bovenuit steekt met één dingetje aan de onderkant daarbij.,"And at the back, it has a kind of square that's slanted and sticks halfway out of it with one little thing at the bottom with that.",,,L,B,,1.0,10.0,1_3,037,B,False,True,True
146880,148440,1560,gesture,,,,037.eaf,,1.0,,,1.0,,10C,,,,,,,,,,,,,,,,,,,,,,,,,L,B,,1.0,10.0,1_3,037,A,True,False,True
165150,165550,400,gesture,gesture,,,037.eaf,,,,,1.0,,15C,,,,1.0,,15C,"uh oké, dit is de enige die een soort van blad door zijn kop heeft.","uh okay, this is the only one that has some kind of leaf through its head.",,,,,,,,,,,,,,,,,1,A,,1.0,15.0,1_4,037,A,True,False,True
171270,171480,210,gesture,gesture,,,037.eaf,,,,,1.0,,15C,,,,1.0,,15C,En dat zit gewoon door zijn hoofd heen.,And that just sits through his head.,,,,,,,,,,,,,,,,,1,A,,1.0,15.0,1_4,037,A,True,False,True
175960,176560,600,gesture,,,,037.eaf,,,,,1.0,,15D,,,,,,,En hij heeft een armpje aan de linkerkant wat een beetje omhoog steekt.,And he has a little arm on the left side that sticks up a little bit.,,,,,,,,,,,,,,,,,1,A,,1.0,15.0,1_4,037,A,True,False,True
177480,178080,600,gesture,gesture,,,037.eaf,,1.0,,,1.0,,15A,,,,1.0,1.0,15A,En twee kleine voelsprietjes op het hoofd.,And two little feelers on the head.,,,,,,,,,,,,,,,,,1,A,,1.0,15.0,1_4,037,A,True,False,True
216690,217110,420,,,gesture,gesture,037.eaf,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,04D,1.0,,1.0,1.0,,04D,"Ja, het lijkt dan ook op die vleugeltje aan de linkerkant.","Yes, so it looks like that wing on the left side.",,,I,B,,1.0,4.0,1_5,037,B,False,True,True
219890,220690,800,gesture,,,,037.eaf,,,,,1.0,,04C,,,,,,,"Ja, met een soort van staartje of zo.","Yes, with some kind of tail or something.",,,,,,,,,,,,,,,,,I,B,,1.0,4.0,1_5,037,A,True,False,True
220990,221350,360,gesture,,,,037.eaf,,,,1.0,1.0,,04C,,,,,,,"Ja, met een soort van staartje of zo.","Yes, with some kind of tail or something.",,,,,,,,,,,,,,,,,I,B,,1.0,4.0,1_5,037,A,True,False,True
239000,239320,320,,gesture,,,037.eaf,,,,,,,,,,,1.0,,13B,Want ze heeft zo'n plat rondje op de voorkant.,Because she has such a flat round on the front.,,,,,,,,,,,,,,,,,9,A,,1.0,13.0,1_6,037,A,True,False,True
242640,242880,240,,gesture,,,037.eaf,,,,,,,,,,,1.0,,13C,Want ze heeft zo'n plat rondje op de voorkant.,Because she has such a flat round on the front.,,,,,,,,,,,,,,,,,9,A,,1.0,13.0,1_6,037,A,True,False,True
244510,244810,300,,gesture,,,037.eaf,,,,,,,,,,,1.0,,13C,Met een soort van heel klein slurfje aan de rechterkant.,With a kind of very small trunk on the right side.,,,,,,,,,,,,,,,,,9,A,,1.0,13.0,1_6,037,A,True,False,True
245960,246650,690,gesture,gesture,,,037.eaf,,,,1.0,1.0,,13A,,,1.0,1.0,,13A,En twee van die...,And two of those...,,,,,,,,,,,,,,,,,9,A,,1.0,13.0,1_6,037,A,True,False,True
248075,248435,360,gesture,gesture,,,037.eaf,,,,,1.0,,13A,,,,1.0,,13A,Een soort van kralen uhm stengels die aan beide kanten uitsteken.,Sort of beads uhm stems sticking out on both sides.,,,,,,,,,,,,,,,,,9,A,,1.0,13.0,1_6,037,A,True,False,True
251485,252035,550,gesture,gesture,,,037.eaf,,,,,1.0,,13A,,,,1.0,,13A,Een soort van kralen uhm stengels die aan beide kanten uitsteken.,Sort of beads uhm stems sticking out on both sides.,,,,,,,,,,,,,,,,,9,A,,1.0,13.0,1_6,037,A,True,False,True
253185,253785,600,gesture,,,,037.eaf,,1.0,,,1.0,,13A,,,,,,,Zo drie van die rondjes.,So three of those rounds.,,,,,,,,,,,,,,,,,9,A,,1.0,13.0,1_6,037,A,True,False,True
258360,259360,1000,gesture,gesture,,,037.eaf,,,,,1.0,1.0,13D,,,,1.0,1.0,13D,Of zeg maar een plat een plateau.,Or say a flat a plateau.,,,,,,,,,,,,,,,,,9,A,,1.0,13.0,1_6,037,A,True,False,True
264760,265800,1040,,,gesture,,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,13E,,,,,,,"Ja, een boogje.","Yes, a bow.",,,9,A,,1.0,13.0,1_6,037,B,False,True,True
277700,278440,740,,,gesture,,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,06D,,,,,,,En een soort van staaf daar doorheen met een rondje aan het uiteinde. Een soort mini-plateautje.,And a kind of rod through there with a round at the end - a kind of mini-plateau.,,,H,B,,1.0,6.0,1_7,037,B,False,True,True
279510,280270,760,,,gesture,gesture,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,06C,,,,1.0,,06C,En een soort van staaf daar doorheen met een rondje aan het uiteinde. Een soort mini-plateautje.,And a kind of rod through there with a round at the end - a kind of mini-plateau.,,,H,B,,1.0,6.0,1_7,037,B,False,True,True
290830,291400,570,gesture,,,,037.eaf,,1.0,,1.0,1.0,,06A,,,,,,,zo'n soort van ook zo'n soort van kegeltje flapje op zijn hoofd.,sort of like that also sort of cone flap on his head.,,,,,,,,,,,,,,,,,H,B,,1.0,6.0,1_7,037,A,True,False,True
310000,310010,10,,gesture,,,037.eaf,,,,,,,,,,,1.0,,05A,"Hij heeft Het heeft op zijn hoofd een kleine staaf liggen, als het ware.","He has It has on his head a little rod lying, as it were.",,,,,,,,,,,,,,,,,10,A,,1.0,5.0,1_8,037,A,True,False,True
310010,310230,220,gesture,gesture,,,037.eaf,,,,,1.0,,05A,,,,1.0,,05A,"Hij heeft Het heeft op zijn hoofd een kleine staaf liggen, als het ware.","He has It has on his head a little rod lying, as it were.",,,,,,,,,,,,,,,,,10,A,,1.0,5.0,1_8,037,A,True,False,True
310230,311120,890,gesture,gesture,,,037.eaf,,,,,1.0,,05A,,,,1.0,,05A,"Hij heeft Het heeft op zijn hoofd een kleine staaf liggen, als het ware.","He has It has on his head a little rod lying, as it were.",,,,,,,,,,,,,,,,,10,A,,1.0,5.0,1_8,037,A,True,False,True
314364,314644,280,gesture,gesture,,,037.eaf,,,,,1.0,,05A,,,,1.0,,05A,uhm vierkant,uhm square,,,,,,,,,,,,,,,,,10,A,,1.0,5.0,1_8,037,A,True,False,True
326831,327731,900,gesture,,,,037.eaf,,,,,1.0,,main,,,,,,,Het is niet zeg maar en profiel.,It is not say and profile.,,,,,,,,,,,,,,,,,10,A,,1.0,5.0,1_8,037,A,True,False,True
338740,338980,240,,gesture,,,037.eaf,,,,,,,,,,,1.0,,05B+05C,Maar ik kan het net niet helemaal goed zien.Want het is een soort van ook een plateauotje.Met daarop een spinnetje of zoiets.,But I just can't quite see it right.Because it's kind of also a little plateau.With a spider on it or something.,,,,,,,,,,,,,,,,,10,A,,1.0,5.0,1_8,037,A,True,False,True
350910,351190,280,,,gesture,,037.eaf,,,,,,,,,,,,,,,,,,,1.0,,08E,,,,,,,uhm deze heeft aan de onderkant een soort van been met een voetje.,uhm this one has a kind of leg at the bottom with a foot.,,,K,B,,1.0,8.0,1_9,037,B,False,True,True
384210,384370,160,gesture,gesture,,,037.eaf,,,,,1.0,,03D,,,,1.0,,03D,dat is het is een uhm je hebt een klein driehoekig plateauotje met een soort van gedraaide staaf.,that's it's a uhm you have a little triangular tray with a kind of twisted rod.,,,,,,,,,,,,,,,,,6,A,,1.0,3.0,1_10,037,A,True,False,True
384380,384800,420,gesture,gesture,,,037.eaf,,,,,1.0,,03D,,,,1.0,,03D,dat is het is een uhm je hebt een klein driehoekig plateauotje met een soort van gedraaide staaf.,that's it's a uhm you have a little triangular tray with a kind of twisted rod.,,,,,,,,,,,,,,,,,6,A,,1.0,3.0,1_10,037,A,True,False,True
386240,386730,490,gesture,gesture,,,037.eaf,,,,,1.0,,03C,,,,1.0,,03C,dat is het is een uhm je hebt een klein driehoekig plateauotje met een soort van gedraaide staaf.,that's it's a uhm you have a little triangular tray with a kind of twisted rod.,,,,,,,,,,,,,,,,,6,A,,1.0,3.0,1_10,037,A,True,False,True
386730,386970,240,gesture,,,,037.eaf,,,,,1.0,,03C,,,,1.0,,03C,dat is het is een uhm je hebt een klein driehoekig plateauotje met een soort van gedraaide staaf.,that's it's a uhm you have a little triangular tray with a kind of twisted rod.,,,,,,,,,,,,,,,,,6,A,,1.0,3.0,1_10,037,A,True,False,True
388100,388400,300,gesture,gesture,,,037.eaf,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,6,A,,1.0,3.0,1_10,037,A,True,False,True
