pair,round,trial,director,target,accuracy,A_speech,B_speech,A_speech_eng,B_speech_eng,A_LH_gesture_referent,A_RH_gesture_referent,B_LH_gesture_referent,B_RH_gesture_referent,A_gesture_referent,A_gesture_referent2,B_gesture_referent,B_gesture_referent2,begin_time,end_time,duration,iconic
033,1.0,1_11,A,16.0,,Dus je hebt een soort van nouja een...iets naar voren en dat is dat is wordt eerst steeds breder en dan weer steeds dunner dat is hetzelfde aan de bovenkant ziet als soort vorm van een veer aan de voorkant als je het als plat iets ziet en aan de zijkant zijn het naar de rechterkant allemaal blokjes die steeds groter worden en naar de linkerkant lijkt het een soort kronkel buisje,,So you have a kind of well one...something to the front and that is that is gets wider and wider at first and then thinner and thinner that is the same thing at the top kind of looks like a shape of a feather at the front if you see it as a flat something and on the side it is to the right side it's all cubes that get bigger and bigger and to the left side it looks like a kind of winding tube,,16B,16B,,,16B,,,,468100,468700,600,True
033,1.0,1_12,B,7.0,,,Ligbankje wat je op het strand gebruikt euh hebt.,,Lounger you use euh have on the beach.,,,07B,07B,,,07B,,490160,490560,400,True
033,1.0,1_12,B,7.0,,,Dus dat is een soort rechthoek met twee euh pootjes en daar zit dan ook een omgekeerde trapezium op aan de rechterkant van die basisvorm en aan de linkerkant van die basisvorm zit een krul euh en dat zit allemaal best wel bovenaan die basisvorm.,,So that's kind of a rectangle with two euh legs and then there's also an inverted trapezoid on the right side of that basic shape and on the left side of that basic shape there's a curl euh and that's all pretty much at the top of that basic shape.,,,07B+07C,07B+07C,,,07B+07C,,492440,494400,1960,True
033,1.0,1_12,B,7.0,,,Dus dat is een soort rechthoek met twee euh pootjes en daar zit dan ook een omgekeerde trapezium op aan de rechterkant van die basisvorm en aan de linkerkant van die basisvorm zit een krul euh en dat zit allemaal best wel bovenaan die basisvorm.,,So that's kind of a rectangle with two euh legs and then there's also an inverted trapezoid on the right side of that basic shape and on the left side of that basic shape there's a curl euh and that's all pretty much at the top of that basic shape.,,,,07A,,,07A,,497720,498840,1120,True
033,1.0,1_12,B,7.0,,,Dus dat is een soort rechthoek met twee euh pootjes en daar zit dan ook een omgekeerde trapezium op aan de rechterkant van die basisvorm en aan de linkerkant van die basisvorm zit een krul euh en dat zit allemaal best wel bovenaan die basisvorm.,,So that's kind of a rectangle with two euh legs and then there's also an inverted trapezoid on the right side of that basic shape and on the left side of that basic shape there's a curl euh and that's all pretty much at the top of that basic shape.,,,07D,,,,07D,,503760,504160,400,True
033,1.0,1_13,A,12.0,,,,,,12C,12C,,,12C,,,,518179,519240,1061,True
033,1.0,1_13,A,12.0,,"Euh ja, het zit aan die basisvorm vast, maar het deed mij best wel denken aan een soort sneeuwschuiver.",,"Euh yes, it's attached to that basic shape, but it reminded me quite a bit of some kind of snow plow.",,other-REP,other-REP,,,12_other,,,,521260,522690,1430,True
033,1.0,1_13,A,12.0,,En aan de linkerkant steekt iets uit en daar zit een rond plateau op.,,"And on the left side, something sticks out and there's a round platform on it.",,12A-REP,12A-REP,,,12A,,,,525040,526720,1680,True
033,1.0,1_13,A,12.0,,Steekt het uit.,,Sticks it out.,,,12B,,,12B,,,,532520,533000,480,True
033,1.0,1_13,A,12.0,,"Euh ja, er steekt eigenlijk een balkje uit.",,"Euh yes, there is actually a bar sticking out.",,12A,12A,,,12A,,,,535040,536760,1720,True
033,1.0,1_13,A,12.0,,En aan de linkerkant zit eerst een stok die steeds dunner wordt.,,"And on the left side, first there is a stick that gets thinner and thinner.",,12C,12C,,,12C,,,,538590,538980,390,True
033,1.0,1_13,A,12.0,,En aan de linkerkant zit eerst een stok die steeds dunner wordt.,,"And on the left side, first there is a stick that gets thinner and thinner.",,12C,12C,,,12C,,,,539720,540560,840,True
033,1.0,1_14,B,11.0,,,"Euh dit is weer zo'n basisvorm met zo'n soort clownsneus, maar die clownsneus zit dan wat meer omhoog.",,"Euh this is another one of those basic shapes with that kind of clown nose, but the clown nose is a little more up.",,,,11B,,,11B,,553680,554640,960,True
033,1.0,1_14,B,11.0,,,Aan de bovenkant zitten twee uitsteeksels.,,At the top are two protrusions.,,,11D-REP,11A-REP,,,11A,11D,557720,558440,720,True
033,1.0,1_14,B,11.0,,,Eentje is vierkant en aan de lig- linkerkant zit er een soort van euh bowlingkekel-achtig op de kop.,,One is square and on the lying-left side there is a kind of euh bowling skittle-like on the head.,,,other,other,,,11_other,,567080,567310,230,True
033,1.0,1_14,B,11.0,,,"En dan links steekt nog een driehoek-achtig iets uit, volgens mij.",,"And then another triangle-like thing sticks out to the left, I think.",,,11C-REP,,,,11C,,571200,571720,520,True
033,1.0,1_15,A,14.0,,"Euh dan heb ik hier een vorm en het deed mij een beetje denken aan een basket, want het lijkt alsof er van boven een bal in komt.",,Euh then I have a shape here and it reminded me a little bit of a basket because it looks like a ball is coming into it from above.,,other,14A,,,14A,14_other,,,581760,582760,1000,True
033,1.0,1_15,A,14.0,,"Euh en er zit nog een soort beugel omheen eigenlijk, lijkt wel.",,"Euh and there's another kind of brace around it actually, it seems.",,14D,,,,14D,,,,587030,588200,1170,True
033,1.0,1_15,A,14.0,,"Euh en er zit nog een soort beugel omheen eigenlijk, lijkt wel.",,"Euh and there's another kind of brace around it actually, it seems.",,14D,14B,,,14B,14D,,,587040,588200,1160,True
033,1.0,1_15,A,14.0,,En aan de- het lijkt alsof wij op de achterkant van een soort korf kijken en er staat ook nog een paal naar beneden voor de basisvorm.,,And to the- it looks like we are looking at the back of some kind of basket and there is also a pole down in front of the basic shape.,,,14C-REP,,,14C,,,,593880,594520,640,True
033,1.0,1_15,A,14.0,,En het lijkt dus alsof er een soort bal invalt.,,And so it looks like some kind of ball is falling in.,,14A,14A,,,14A,,,,598780,600960,2180,True
033,1.0,1_16,B,1.0,,,En dit is basisvorm met euh aan de linkerkant lijkt een soort van verrekijker van zo'n blokjes die steeds groter worden.,,And this is basic shape with euh on the left side looks like some kind of binoculars of such cubes getting bigger and bigger.,,,01C,01C,,,01C,,615400,616360,960,True
033,1.0,1_16,B,1.0,,,En dan euh aan onze voorkant zit een plat vierkantje en dan zit er nog een soort antenne bovenaan.,,And then euh at our front there's a flat square and then there's some kind of antenna at the top.,,,,other,,,01_other,,619920,620080,160,True
033,1.0,1_16,B,1.0,,,En dan euh aan onze voorkant zit een plat vierkantje en dan zit er nog een soort antenne bovenaan.,,And then euh at our front there's a flat square and then there's some kind of antenna at the top.,,,01B,01B,,,01B,,621000,621640,640,True
033,1.0,1_16,B,1.0,,,En dan euh aan onze voorkant zit een plat vierkantje en dan zit er nog een soort antenne bovenaan.,,And then euh at our front there's a flat square and then there's some kind of antenna at the top.,,,,01A,,,01A,,623240,624680,1440,True
033,2.0,2_1,A,9.0,,Er zit naar de linkerkant een soort rond uitsteeksel euh met dat citroenschijfje erop.,,There is to the left side a kind of round protrusion euh with that lemon slice on it.,,09C,09C,,,09C,,,,635100,636100,1000,True
033,2.0,2_1,A,9.0,,Er zit naar de linkerkant een soort rond uitsteeksel euh met dat citroenschijfje erop.,,There is to the left side a kind of round protrusion euh with that lemon slice on it.,,09D,09D,,,09D,,,,637480,638520,1040,True
033,2.0,2_1,A,9.0,,Er zit naar de linkerkant een soort rond uitsteeksel euh met dat citroenschijfje erop.,,There is to the left side a kind of round protrusion euh with that lemon slice on it.,,09B,09B,,,09B,,,,639120,640240,1120,True
033,2.0,2_2,B,16.0,,,"Euh ja, ik heb dan die met die veertjes.",,"Euh yes, I have the one with the feathers then.",,,16C,16A-REP,,,16A,16C,649570,650150,580,True
033,2.0,2_2,B,16.0,,,"Dus euh 1 veer boven, 1 veer voor.",,"So euh 1 spring top, 1 spring front.",,,,16A,,,16A,,651120,651520,400,True
033,2.0,2_2,B,16.0,,,"Dus euh 1 veer boven, 1 veer voor.",,"So euh 1 spring top, 1 spring front.",,,16C,,,,16C,,651680,652200,520,True
033,2.0,2_2,B,16.0,,,"Dus euh 1 veer boven, 1 veer voor.",,"So euh 1 spring top, 1 spring front.",,,16B,16B,,,16B,,652600,654400,1800,True
033,2.0,2_2,B,16.0,,,Dan die blokjes aan de rechterkant die steeds groter worden.,,Then those cubes on the right that keep getting bigger.,,,,16D,,,16D,,655200,655960,760,True
033,2.0,2_5,A,11.0,,"Euh oh ja, nu heb ik euh met een driehoekje naar de linkerkant een hoge clownsneus en de bowlingkegel en een ander uitsteeksel aan de rechterkant.",,"Euh oh yes, now I have euh with a triangle to the left side a high clown nose and the bowling cone and another protrusion on the right side.",,11C,11C,,,11C,,,,678100,678720,620,True
033,2.0,2_5,A,11.0,,"Euh oh ja, nu heb ik euh met een driehoekje naar de linkerkant een hoge clownsneus en de bowlingkegel en een ander uitsteeksel aan de rechterkant.",,"Euh oh yes, now I have euh with a triangle to the left side a high clown nose and the bowling cone and another protrusion on the right side.",,,other,,,11_other,,,,679760,680120,360,True
033,2.0,2_5,A,11.0,,"Euh oh ja, nu heb ik euh met een driehoekje naar de linkerkant een hoge clownsneus en de bowlingkegel en een ander uitsteeksel aan de rechterkant.",,"Euh oh yes, now I have euh with a triangle to the left side a high clown nose and the bowling cone and another protrusion on the right side.",,,11A,,,11A,,,,684260,685040,780,True
033,2.0,2_6,B,6.0,,,Ik heb nu die clownsneus met de piercing zeg maar en dat plukje aan de bovenkant.,,I now have that clown nose with the piercing say and that tuft at the top.,,,06D,,,,06D,,691800,692120,320,True
033,2.0,2_7,A,7.0,,"Oh, nu heb ik die met het euh lichtbedje en het omgekeerde trapezium erop.",,"Oh, now I have the one with the euh light bed and the inverted trapezoid on it.",,07B,07B,,,07B,,,,699160,699600,440,True
033,2.0,2_7,A,7.0,,"Oh, nu heb ik die met het euh lichtbedje en het omgekeerde trapezium erop.",,"Oh, now I have the one with the euh light bed and the inverted trapezoid on it.",,07A,07A,,,07A,,,,700300,701600,1300,True
033,2.0,2_8,B,2.0,,,Ik heb nu met het euh feesthoedje die kegel zeg maar aan de bovenkant en die verschillende uitsteeksels.,,I have now with the euh party hat that cone say at the top and those different protrusions.,,,02A,02A,,,02A,,708280,709720,1440,True
033,2.0,2_8,B,2.0,,,Ik heb nu met het euh feesthoedje die kegel zeg maar aan de bovenkant en die verschillende uitsteeksels.,,I have now with the euh party hat that cone say at the top and those different protrusions.,,,other,other,,,02_other,,711120,711800,680,True
033,2.0,2_9,A,15.0,,Euh nu heb ik die met de omgekeerde L naar links.,,Euh now I have the one with the inverted L to the left.,,15D,15D,,,15D,,,,719080,721520,2440,True
033,2.0,2_9,A,15.0,,Euh twee kleine uitsteeksels naar bovenkant en een plat vierkant vlak wat door de basisvorm heen gaat.,,Euh two small protrusions to top and a flat square plane which goes through the basic shape.,,15A,15A,,,15A,,,,722040,723360,1320,True
033,2.0,2_9,A,15.0,,Euh twee kleine uitsteeksels naar bovenkant en een plat vierkant vlak wat door de basisvorm heen gaat.,,Euh two small protrusions to top and a flat square plane which goes through the basic shape.,,15C,15C,,,15C,,,,724360,725400,1040,True
033,2.0,2_9,A,15.0,,Euh twee kleine uitsteeksels naar bovenkant en een plat vierkant vlak wat door de basisvorm heen gaat.,,Euh two small protrusions to top and a flat square plane which goes through the basic shape.,,other,other,,,15_other,,,,726560,726760,200,True
033,2.0,2_9,A,15.0,,Euh twee kleine uitsteeksels naar bovenkant en een plat vierkant vlak wat door de basisvorm heen gaat.,,Euh two small protrusions to top and a flat square plane which goes through the basic shape.,,15B,15B,,,15B,,,,728200,729400,1200,True
033,2.0,2_10,B,4.0,,,"Euh ik heb nu de trapezium aan de bovenkant, twee platte strepen aan de rechterkant, die wc doorhaal enzo-.",,"Euh I now have the trapezoid at the top, two flat stripes on the right, that toilet pull-through etco-.",,,04A,04A,,,04A,,735400,735920,520,True
033,2.0,2_10,B,4.0,,,"Euh ik heb nu de trapezium aan de bovenkant, twee platte strepen aan de rechterkant, die wc doorhaal enzo-.",,"Euh I now have the trapezoid at the top, two flat stripes on the right, that toilet pull-through etco-.",,,,04B-REP,,,04B,,736420,737440,1020,True
033,2.0,2_10,B,4.0,,,"Euh ik heb nu de trapezium aan de bovenkant, twee platte strepen aan de rechterkant, die wc doorhaal enzo-.",,"Euh I now have the trapezoid at the top, two flat stripes on the right, that toilet pull-through etco-.",,,04D,,,,04D,,740200,741040,840,True
033,2.0,2_11,A,5.0,,Euh nu heb ik het symmetrische gezichtje.,,Euh now I have the symmetrical face.,,other,other,,,05_other,,,,747480,748160,680,True
033,2.0,2_11,A,5.0,,,,,,05A,05A,,,05A,,,,749480,751240,1760,True
033,2.0,2_12,B,12.0,,,Euh ik heb nu die toeter slash sneeuwschuiver en de plateautje aan de rechterkant.,,Euh I now have that horn slash snow plow and the plateau on the right.,,,12A,12A,,,12A,,765830,766380,550,True
033,2.0,2_14,B,8.0,,,Euh ik heb euh nu die met euh de ruit aan de bovenkant met die blokjes die dan uit de ruit komen.,,Euh I have euh now the one with euh the window at the top with those cubes that then come out of the window.,,,08A,08A,,,08A,,783120,783600,480,True
033,2.0,2_14,B,8.0,,,Euh ik heb euh nu die met euh de ruit aan de bovenkant met die blokjes die dan uit de ruit komen.,,Euh I have euh now the one with euh the window at the top with those cubes that then come out of the window.,,,08B,08B,,,08B,,784680,785680,1000,True
033,2.0,2_16,B,10.0,,,Ik heb nu die met die wegwijzer aan de achterkant en die staaf met knoppen aan allebei de kanten.,,I now have the one with that signpost on the back and that bar with buttons on both sides.,,,10C+10D,,,,10C+10D,,801160,802230,1070,True
033,2.0,2_16,B,10.0,,,Ik heb nu die met die wegwijzer aan de achterkant en die staaf met knoppen aan allebei de kanten.,,I now have the one with that signpost on the back and that bar with buttons on both sides.,,,10E+10F,10A+10B,,,10A+10B,10E+10F,802750,804440,1690,True
033,3.0,3_1,A,8.0,,"Euh ik heb nu hem weer met die ruit, met die steeds groter worden aan beide kanten, aan- met de ruit aan de bovenkant.",,"Euh I now have him again with that window, with that getting bigger on both sides, on-with the window at the top.",,08A,08A,,,08A,,,,810480,811280,800,True
033,3.0,3_1,A,8.0,,"Euh ik heb nu hem weer met die ruit, met die steeds groter worden aan beide kanten, aan- met de ruit aan de bovenkant.",,"Euh I now have him again with that window, with that getting bigger on both sides, on-with the window at the top.",,08B,08B,,,08B,,,,811600,812840,1240,True
033,3.0,3_3,A,16.0,,"Euh nu heb ik die met die vergrote, met die veertjes en met die vergrote blokjes aan de rechterkant.",,"Euh now I have the ones with the enlarged ones, with the springs and with the enlarged cubes on the right side.",,16A,16A,,,16A,,,,826480,827080,600,True
033,3.0,3_3,A,16.0,,"Euh nu heb ik die met die vergrote, met die veertjes en met die vergrote blokjes aan de rechterkant.",,"Euh now I have the ones with the enlarged ones, with the springs and with the enlarged cubes on the right side.",,,16B,,,16B,,,,828120,829200,1080,True
033,3.0,3_5,A,2.0,,"Oh ja, ik heb nu met die euh spits aan de bovenkant.",,"Oh yes, I have now with that euh taper at the top.",,02A,02A,,,02A,,,,843640,847720,4080,True
033,3.0,3_5,A,2.0,,En dan die soort van snavel.,,And then that kind of beak.,,,02B,,,02B,,,,850040,850720,680,True
033,3.0,3_6,B,9.0,,,Euh ik heb nu met dat citroenschijfje.,,Euh I have now with that lemon slice.,,,,09D,,,09D,,855960,856840,880,True
033,3.0,3_10,B,11.0,,,Ik heb nu die andere clownsneus die boven zit en de bowlingkegel.,,I now have that other clown nose that sits on top and the bowling cone.,,,,11B,,,11B,,889680,890080,400,True
033,3.0,3_11,A,4.0,,Ik heb nu de wc doortrekker met het trapezium aan de bovenkant.,,I now have the toilet flusher with the trapezoid at the top.,,04D,,,,04D,,,,900560,901040,480,True
033,3.0,3_11,A,4.0,,Ik heb nu de wc doortrekker met het trapezium aan de bovenkant.,,I now have the toilet flusher with the trapezoid at the top.,,04A,04A,,,04A,,,,901680,903320,1640,True
033,3.0,3_12,B,15.0,,,Euh ik heb nu die L aan de zijkant en de twee uitsteekseltjes en die glijbaan en de vierkant er doorheen.,,Euh I now have that L on the side and the two protrusions and that slide and the square through it.,,,15D,,,,15D,,911300,912240,940,True
033,3.0,3_12,B,15.0,,,Euh ik heb nu die L aan de zijkant en de twee uitsteekseltjes en die glijbaan en de vierkant er doorheen.,,Euh I now have that L on the side and the two protrusions and that slide and the square through it.,,,15A,15A,,,15A,,913520,914120,600,True
033,3.0,3_12,B,15.0,,,Euh ik heb nu die L aan de zijkant en de twee uitsteekseltjes en die glijbaan en de vierkant er doorheen.,,Euh I now have that L on the side and the two protrusions and that slide and the square through it.,,,,15B,,,15B,,914540,915600,1060,True
033,3.0,3_12,B,15.0,,,Euh ik heb nu die L aan de zijkant en de twee uitsteekseltjes en die glijbaan en de vierkant er doorheen.,,Euh I now have that L on the side and the two protrusions and that slide and the square through it.,,,15C,15C,,,15C,,915760,916720,960,True
033,3.0,3_13,A,10.0,,Euh ik heb nu met die wegwijzer en dan die staaf met twee euh knoppen aan de zijkant.,,Euh I have now with that signpost and then that bar with two euh buttons on the side.,,10C+10D,10C+10D,,,10C+10D,,,,930440,931400,960,True
033,3.0,3_13,A,10.0,,Euh ik heb nu met die wegwijzer en dan die staaf met twee euh knoppen aan de zijkant.,,Euh I have now with that signpost and then that bar with two euh buttons on the side.,,10E,10A,,,10A,10E,,,931720,932680,960,True
033,3.0,3_13,A,10.0,,Euh ik heb nu met die wegwijzer en dan die staaf met twee euh knoppen aan de zijkant.,,Euh I have now with that signpost and then that bar with two euh buttons on the side.,,10F,10B,,,10B,10F,,,932920,933480,560,True
033,4.0,4_1,A,11.0,,Euh ik heb nu de hoge clownsneus met de bowlingpin en een balkje aan de bovenkant.,,Euh I now have the high clown nose with the bowling pin and a bar at the top.,,,11A,,,11A,,,,966280,966960,680,True
033,4.0,4_2,B,2.0,,,Euh ik heb nu de puntige ronde piramide.,,Euh I now have the pointed round pyramid.,,,02A,02A,,,02A,,974000,974480,480,True
033,4.0,4_3,A,15.0,,"Euh oh ja, ik heb nu de omgekeerde L en de neus als glijbaan.",,"Euh oh yes, I now have the inverted L and the nose as a slide.",,,15B,,,15B,,,,982180,982680,500,True
033,4.0,4_8,B,4.0,,,Ik heb de wc doortrekker.,,I have the toilet flusher.,,,,04D,,,04D,,1009080,1009880,800,True
033,4.0,4_10,B,10.0,,,Ik heb de wegwijzer en de staaf met knoppen.,,I have the signpost and the bar with buttons.,,,10A+10E,10A+10E,,,10A+10E,,1020640,1021840,1200,True
033,4.0,4_14,B,8.0,,,Ik heb de ruit met de blokjes die groter worden.,,I have the window with the cubes getting bigger.,,,08A,08A,,,08A,,1057440,1057920,480,True
033,4.0,4_14,B,8.0,,,Ik heb de ruit met de blokjes die groter worden.,,I have the window with the cubes getting bigger.,,,08B,08B,,,08B,,1058400,1058960,560,True
033,4.0,4_16,B,12.0,,,Ik heb nu de sneeuwschep en het plateautje.,,I now have the snow shovel and the tray.,,,12C,12C,,,12C,,1070740,1071260,520,True
033,4.0,4_16,B,12.0,,,Ik heb nu de sneeuwschep en het plateautje.,,I now have the snow shovel and the tray.,,,12A,,,,12A,,1071680,1072160,480,True
033,5.0,5_5,A,8.0,,"En ik heb nu met het ruitje, met de blokjes die steeds groter worden.",,"And I have now with the plaid, with the cubes getting bigger and bigger.",,08B,08B,,,08B,,,,1105880,1106520,640,True
033,5.0,5_7,A,6.0,,En ik heb nu de clownsneus die wat lager zit met de piercing.,,And I now have the clown nose that sits a little lower with the piercing.,,06D,,,,06D,,,,1119710,1120770,1060,True
033,5.0,5_9,A,10.0,,Ik heb nu met de wegwijzer en de staaf met knoppen.,,I now have with the signpost and the bar with buttons.,,10E,10A,,,10A,10E,,,1130960,1132040,1080,True
033,5.0,5_11,A,2.0,,En ik heb nu met de ronde piramide aan de bovenkant.,,And I have now with the round pyramid at the top.,,02A,02A,,,02A,,,,1147720,1148160,440,True
033,6.0,6_6,B,10.0,,,Ik heb nu de wegwijzer en de staaf met knoppen.,,I now have the signpost and the bar with buttons.,,,10E,10A,,,10A,10E,1220480,1220880,400,True
033,6.0,6_8,B,8.0,,,Ik heb de ruit met de blokjes die groter worden.,,I have the window with the cubes getting bigger.,,,08A,08A,,,08A,,1234080,1234480,400,True
033,6.0,6_8,B,8.0,,,Ik heb de ruit met de blokjes die groter worden.,,I have the window with the cubes getting bigger.,,,08B,,,,08B,,1235400,1235640,240,True
033,6.0,6_16,B,4.0,,,Ik heb de wc-doortrekker.,,I have the toilet door puller.,,,04D,,,,04D,,1287680,1288190,510,True
034,1.0,1_1,A,2.0,,"Maar die p- piramide bovenop is het meest duidelijk, denk ik.",,"But that p- pyramid on top is the most obvious, I think.",,other,,,,02_other,,,,21560,22160,600,True
034,1.0,1_2,B,9.0,,,En euh aan de linkerkant steekt er een soort balkje uit.,,And euh on the left side there is some kind of bar sticking out.,,,09C,,,,09C,,41040,42000,960,True
034,1.0,1_2,B,9.0,,,En zeg maar achter een soort half rondje.,,And say behind a kind of half round.,,,,09D,,,09D,,44600,45240,640,True
034,1.0,1_2,B,9.0,,,En aan de onderkant een blok die er een beetje half in zit.,,And at the bottom a block that's kind of half in there.,,,09B,,,,09B,,47960,49200,1240,True
034,1.0,1_2,B,9.0,,,En rechtsboven eruit een soort ovale dingetje.,,And on the top right out of it is a kind of oval thingy.,,,,09A,,,09A,,52560,53240,680,True
034,1.0,1_2,B,9.0,,"Is dit uitstulpsel aan de linkerkant, is die soort van half rond met een har- rechte hoek?",,"Is this bulge on the left side, is it kind of half round with a har- right angle?",,09C,,,,09C,,,,60140,60480,340,True
034,1.0,1_2,B,9.0,,,Dus het onders- het onderste deeltje van het uitstulpje is best wel duidelijk donker een rechte lijn.,,So the lower particle of the protrusion is pretty clearly dark a straight line.,,,,09C,,,09C,,70640,72160,1520,True
034,1.0,1_3,A,10.0,,"En dan steekt er ook nog een plank, soort van links bovenin uit.",,"And then there's also a shelf, kind of sticking out the top left.",,,10D,,,10D,,,,93020,93390,370,True
034,1.0,1_4,B,15.0,,,Het heeft zeg maar een soort plateau euh door het midden van dat ding lopen.,,It has say a kind of plateau euh run through the middle of that thing.,,,15C-REP,,,,15C,,106260,106720,460,True
034,1.0,1_4,B,15.0,,,En dan twee kleine streepjes erboven.,,And then two little dashes above it.,,,15A,,,,15A,,114560,114880,320,True
034,1.0,1_4,B,15.0,,,En links een soort L die op zijn kant ligt.,,And on the left is a kind of L lying on its side.,,,15D,,,,15D,,117760,119200,1440,True
034,1.0,1_4,B,15.0,,,"En ervoor, ja, een soort ronde balk.",,"And in front of it, yes, a kind of round bar.",,,15B,,,,15B,,121720,122560,840,True
034,1.0,1_5,A,4.0,,Ik weet niet zo goed hoe je dat uit moet leggen.,,I'm not really sure how to explain that.,,04A,04A,,,04A,,,,132280,132760,480,True
034,1.0,1_6,B,13.0,,,"Oh, euh ja, deze is de enige met een plateau aan de onderkant, een vierkant.",,"Oh, euh yes, this one is the only one with a platform at the bottom, a square.",,,13D,,,,13D,,149800,150520,720,True
034,1.0,1_8,B,5.0,,,Euh deze is best wel compact.,,Euh this one is pretty compact.,,,other,other,,,05_other,,175310,175840,530,True
034,1.0,1_8,B,5.0,,,,,,,,05A,,,,05A,,178240,178840,600,True
034,1.0,1_8,B,5.0,,"Nee, G is de enige met een vierkant blok er echt bovenop liggen.",,"No, G is the only one with a square block really on top of it.",,05A,05A,,,05A,,,,198280,198960,680,True
034,1.0,1_8,B,5.0,,Of een rechthoekig blok.,"Ja, een beetje rechthoekig.",Or a rectangular block.,"Yes, kind of rectangular.",05A,05A,,,05A,,,,200220,200470,250,True
034,1.0,1_9,A,8.0,,Euh deze heeft aan de onderkant een blok die een beetje rondloopt.,,Euh this one has a block at the bottom that is slightly rounded.,,08E,,,,08E,,,,209920,210640,720,True
034,1.0,1_9,A,8.0,,En aan de bovenkant zie je een vierkant plateautje die er euh verticaal op staat.,,And at the top you can see a little square tray that is euh vertical on top of it.,,08A,,,,08A,,,,215200,215800,600,True
034,1.0,1_9,A,8.0,,,"Ja, en dan eronder één zo'n soort balkje.",,"Yes, and then below it one such kind of bar.",,,08E,,,,08E,,244000,245000,1000,True
034,1.0,1_10,B,3.0,,,"En hij heeft aan de onderkant een soort schroef eruit steken met een, ja, driehoekplateau eronder.",,"And it has a kind of screw sticking out at the bottom with a, yes, triangle platform underneath.",,,,03C,,,03C,,255000,255640,640,True
034,1.0,1_10,B,3.0,,,"En hij heeft aan de onderkant een soort schroef eruit steken met een, ja, driehoekplateau eronder.",,"And it has a kind of screw sticking out at the bottom with a, yes, triangle platform underneath.",,,03D-REP,,,,03D,,258720,259720,1000,True
034,1.0,1_10,B,3.0,,,"En dan midden erop een soort heel klein vierkantje. En dan links, ja, ik vond dit een beetje op een poppetje lijken. Links een soort arm en dan rechts boven ook een vierkant erop.",,"And then in the middle of it a kind of very small square. And then on the left, yes, I thought this looked a little bit like a puppet. On the left a kind of arm and then on the top right also a square on it.",,,03A,,,,03A,,264080,264400,320,True
034,1.0,1_11,A,16.0,,Die zo een beetje smal begint en in v- een groot vierkant blok eindigt.,,Which starts so a little narrow and ends in v- a big square block.,,16B,16B,,,16B,,,,288600,290440,1840,True
034,1.0,1_12,B,7.0,,,Euh deze heeft een soort tafeltje midden boven er doorheen lopen.,,Euh this one has some kind of table center top running through it.,,,07B,,,,07B,,303280,303810,530,True
034,1.0,1_12,B,7.0,,,Met twee poten aan de onderkant van het tafeltje.,,With two legs at the bottom of the small table.,,,07C,,,,07C,,304830,305490,660,True
034,1.0,1_13,A,12.0,,"Dus hij komt wel rechtuit, maar dat ding zelf is krom.",,"So it does come straight, but the thing itself is crooked.",,,12B,,,12B,,,,357400,357740,340,True
034,1.0,1_13,A,12.0,,"Dus hij komt wel rechtuit, maar dat ding zelf is krom.",,"So it does come straight, but the thing itself is crooked.",,,12B,,,12B,,,,358340,358670,330,True
034,1.0,1_13,A,12.0,,,"Ja, dus links iets- iets hoger en dan rechts iets lager. En dan op dat linker ding een soort punt die erin zit.",,"Yes, so on the left a little- a little higher and then on the right a little lower, and then on that left thing a kind of point that's in there.",,,12C,,,,12C,,374040,375800,1760,True
034,1.0,1_14,B,11.0,,,"Euh ja, deze heeft rechts een soort rondje erop zitten. Midden rechts.",,"Euh yes, this one has a kind of round on it on the right, middle right.",,,,11B,,,11B,,384140,384580,440,True
034,1.0,1_14,B,11.0,,,"En dan twee uitsteekseltjes aan de bovenkant. Eén rechter en één, ja een beetje driehoekig of zo, ruitig.",,"And then two little protrusions at the top - one right and one, yeah a little triangular or something, diamond shaped.",,,11A,11D,,,11D,11A,388890,389150,260,True
034,1.0,1_14,B,11.0,,,"En dan twee uitsteekseltjes aan de bovenkant. Eén rechter en één, ja een beetje driehoekig of zo, ruitig.",,"And then two little protrusions at the top - one right and one, yeah a little triangular or something, diamond shaped.",,,11D,11D,,,11D,,390590,390960,370,True
034,1.0,1_14,B,11.0,,,En dan links nog een klein zwart uitstulpje.,,And then another small black bulge on the left.,,,11C,,,,11C,,394680,394840,160,True
034,1.0,1_15,A,14.0,,"Dus die steekt ook een stukje eronder uit, zeg maar.",,"So that also sticks out a bit underneath, so to speak.",,14C,,,,14C,,,,406920,408680,1760,True
034,1.0,1_16,B,1.0,,,En dan aan de bovenkant een schroef.,,And then at the top a screw.,,,01A,,,,01A,,431520,434010,2490,True
034,1.0,1_16,B,1.0,,"Oh die, ja, van die vierkanten die zo smal beginnen en dan...",,"Oh those, yes, those squares that start out so narrow and then....",,01C,01C,,,01C,,,,439080,439600,520,True
034,1.0,1_16,B,1.0,,"Oh die, ja, van die vierkanten die zo smal beginnen en dan...",,"Oh those, yes, those squares that start out so narrow and then....",,01C,01C,,,01C,,,,440120,441360,1240,True
034,2.0,2_2,B,16.0,,,En dan rechts euh ook zo'n blok zegmaar wat kleiner begint en een groter eindigt.,,And then right euh also such a block say what starts smaller and ends a larger one.,,,16B,16B,,,16B,,477770,478540,770,True
